"","gene_id","Teso_resistant","teso_susceptible","Teso_resistant.1","teso_susceptible.1"
"744","AFUN001167",1,10,1,10
"745","AFUN001169",1217,1145,1217,1145
"746","AFUN001170",18,12,18,12
"747","AFUN001171",620,314,620,314
"748","AFUN001172",70,76,70,76
"749","AFUN001173",208,71,208,71
"750","AFUN001177",701,613,701,613
"751","AFUN001178",82,51,82,51
"752","AFUN001179",43,30,43,30
"753","AFUN001180",0,19,0,19
"754","AFUN001181",239,145,239,145
"755","AFUN001182",12,0,12,0
"756","AFUN001185",2044,410,2044,410
"757","AFUN001186",489,97,489,97
"758","AFUN001187",42,25,42,25
"759","AFUN001188",225,105,225,105
"760","AFUN001189",674,186,674,186
"761","AFUN001190",244,116,244,116
"762","AFUN001191",36,33,36,33
"763","AFUN001196",486,146,486,146
"764","AFUN001197",1746,373,1746,373
"765","AFUN001198",6571,4344,6571,4344
"766","AFUN001199",2805,1842,2805,1842
"767","AFUN001201",583,220,583,220
"768","AFUN001202",0,27,0,27
"769","AFUN001203",0,20,0,20
"770","AFUN001204",143,226,143,226
"771","AFUN001205",51,77,51,77
"772","AFUN001206",276,93,276,93
"773","AFUN001207",288,102,288,102
"774","AFUN001208",108,89,108,89
"775","AFUN001210",564,130,564,130
"776","AFUN001211",6233,2062,6233,2062
"777","AFUN001212",153,140,153,140
"778","AFUN001213",1313,251,1313,251
"779","AFUN001214",69,20,69,20
"780","AFUN001215",25,54,25,54
"781","AFUN001216",525,38,525,38
"782","AFUN001217",93,31,93,31
"783","AFUN001218",231,89,231,89
"784","AFUN001219",82,19,82,19
"785","AFUN001220",2385,799,2385,799
"786","AFUN001221",0,0,0,0
"787","AFUN001222",96,25,96,25
"788","AFUN001226",440,93,440,93
"789","AFUN001227",671,700,671,700
"790","AFUN001229",1960,1482,1960,1482
"791","AFUN001230",0,6,0,6
"792","AFUN001232",8,8,8,8
"793","AFUN001233",5,113,5,113
"794","AFUN001234",790,558,790,558
"795","AFUN001235",1296,861,1296,861
"796","AFUN001237",1365,767,1365,767
"797","AFUN001238",224,229,224,229
"798","AFUN001239",504,375,504,375
"799","AFUN001240",1834,1738,1834,1738
"800","AFUN001241",17,33,17,33
"801","AFUN001242",3214,5707,3214,5707
"802","AFUN001243",2473,1163,2473,1163
"803","AFUN001246",346,117,346,117
"804","AFUN001247",159,137,159,137
"805","AFUN001248",4146,2865,4146,2865
"806","AFUN001254",163,89,163,89
"807","AFUN001255",408,134,408,134
"808","AFUN001256",235,122,235,122
"809","AFUN001257",37,8,37,8
"810","AFUN001258",1360,581,1360,581
"811","AFUN001260",194,271,194,271
"812","AFUN001261",1387,605,1387,605
"813","AFUN001262",1302,260,1302,260
"814","AFUN001263",359,85,359,85
"815","AFUN001264",831,259,831,259
"816","AFUN001266",1776,361,1776,361
"817","AFUN001268",2533,545,2533,545
"818","AFUN001269",1289,362,1289,362
"819","AFUN001271",23,0,23,0
"820","AFUN001273",316,96,316,96
"821","AFUN001274",863,335,863,335
"822","AFUN001275",739,100,739,100
"823","AFUN001276",491,99,491,99
"824","AFUN001277",11,7,11,7
"825","AFUN001278",720,379,720,379
"826","AFUN001279",421,128,421,128
"827","AFUN001280",456,91,456,91
"828","AFUN001281",20,13,20,13
"829","AFUN001284",1266,513,1266,513
"830","AFUN001285",1012,479,1012,479
"831","AFUN001286",78,82,78,82
"832","AFUN001289",3,26,3,26
"833","AFUN001290",4,11,4,11
"834","AFUN001291",33,635,33,635
"835","AFUN001292",0,2,0,2
"836","AFUN001293",9,4,9,4
"837","AFUN001294",47,34,47,34
"838","AFUN001297",131,91,131,91
"839","AFUN001298",209,18,209,18
"840","AFUN001299",49,6,49,6
"841","AFUN001300",157,23,157,23
"842","AFUN001301",2796,570,2796,570
"843","AFUN001303",2645,438,2645,438
"844","AFUN001304",918,1759,918,1759
"845","AFUN001305",2,0,2,0
"846","AFUN001306",25,0,25,0
"847","AFUN001307",10,0,10,0
"848","AFUN001309",38,11,38,11
"849","AFUN001311",20,18,20,18
"850","AFUN001312",288,52,288,52
"851","AFUN001313",503,233,503,233
"852","AFUN001317",113,30,113,30
"853","AFUN001318",1043,829,1043,829
"854","AFUN001319",221,174,221,174
"855","AFUN001320",219,72,219,72
"856","AFUN001321",351,178,351,178
"857","AFUN001322",33,11,33,11
"858","AFUN001323",1229,686,1229,686
"859","AFUN001326",80,249,80,249
"860","AFUN001327",112,808,112,808
"861","AFUN001328",170,48,170,48
"862","AFUN001329",122,49,122,49
"863","AFUN001330",14,6,14,6
"864","AFUN001331",48,32,48,32
"865","AFUN001332",0,0,0,0
"866","AFUN001333",0,0,0,0
"867","AFUN001334",4,0,4,0
"868","AFUN001335",6,0,6,0
"869","AFUN001336",4,0,4,0
"870","AFUN001337",0,0,0,0
"871","AFUN001338",0,2,0,2
"872","AFUN001339",0,0,0,0
"873","AFUN001341",2,0,2,0
"874","AFUN001342",2,3,2,3
"875","AFUN001343",8,0,8,0
"876","AFUN001345",8,0,8,0
"877","AFUN001349",3,5,3,5
"878","AFUN001350",14,3,14,3
"879","AFUN001351",1031,446,1031,446
"880","AFUN001352",1,0,1,0
"881","AFUN001355",7,12,7,12
"882","AFUN001356",1,11,1,11
"883","AFUN001357",50,753,50,753
"884","AFUN001358",42,77,42,77
"885","AFUN001359",1,6,1,6
"886","AFUN001361",95,60,95,60
"887","AFUN001364",3299,809,3299,809
"888","AFUN001367",244,20,244,20
"889","AFUN001368",31,2,31,2
"890","AFUN001369",1154,1486,1154,1486
"891","AFUN001372",5970,3007,5970,3007
"892","AFUN001373",2031,1477,2031,1477
"893","AFUN001374",6,5,6,5
"894","AFUN001376",1983,370,1983,370
"895","AFUN001377",24,7,24,7
"896","AFUN001378",59,62,59,62
"897","AFUN001381",808,714,808,714
"898","AFUN001382",1154,500,1154,500
"899","AFUN001383",275,95,275,95
"900","AFUN001387",183,252,183,252
"901","AFUN001388",378,160,378,160
"902","AFUN001389",276,136,276,136
"903","AFUN001391",10528,8134,10528,8134
"904","AFUN001392",93,61,93,61
"905","AFUN001394",1293,536,1293,536
"906","AFUN001395",114,17,114,17
"907","AFUN001397",17,7,17,7
"908","AFUN001402",9,6,9,6
"909","AFUN001410",97,41,97,41
"910","AFUN001412",1666,317,1666,317
"911","AFUN001413",278,143,278,143
"912","AFUN001415",177,61,177,61
"913","AFUN001420",2561,2309,2561,2309
"914","AFUN001423",8,2,8,2
"915","AFUN001424",7,1,7,1
"916","AFUN001426",384,284,384,284
"917","AFUN001431",11,340,11,340
"918","AFUN001435",1,149,1,149
"919","AFUN001436",213,218,213,218
"920","AFUN001437",674,236,674,236
"921","AFUN001438",93,166,93,166
"922","AFUN001439",412,631,412,631
"923","AFUN001440",1389,787,1389,787
"924","AFUN001441",750,888,750,888
"925","AFUN001442",119,611,119,611
"926","AFUN001443",2364,4624,2364,4624
"927","AFUN001444",0,2,0,2
"928","AFUN001445",835,180,835,180
"929","AFUN001446",632,779,632,779
"930","AFUN001450",498,134,498,134
"931","AFUN001454",4246,815,4246,815
"932","AFUN001455",0,0,0,0
"933","AFUN001458",1759,315,1759,315
"934","AFUN001459",431,311,431,311
"935","AFUN001460",960,422,960,422
"936","AFUN001461",734,182,734,182
"937","AFUN001462",797,193,797,193
"938","AFUN001463",2046,1820,2046,1820
"939","AFUN001465",110,44,110,44
"940","AFUN001466",253,88,253,88
"941","AFUN001467",386,613,386,613
"942","AFUN001468",3092,648,3092,648
"943","AFUN001469",14,12,14,12
"944","AFUN001470",169,64,169,64
"945","AFUN001471",166,78,166,78
"946","AFUN001472",790,773,790,773
"947","AFUN001473",501,3567,501,3567
"948","AFUN001474",3114,590,3114,590
"949","AFUN001475",151,22,151,22
"950","AFUN001477",987,355,987,355
"951","AFUN001478",60,55,60,55
"952","AFUN001479",5,15,5,15
"953","AFUN001481",565,302,565,302
"954","AFUN001482",16,104,16,104
"955","AFUN001484",93,41,93,41
"956","AFUN001485",3819,2310,3819,2310
"957","AFUN001486",52,13,52,13
"958","AFUN001487",730,59,730,59
"959","AFUN001488",660,322,660,322
"960","AFUN001489",18,54,18,54
"961","AFUN001490",74,106,74,106
"962","AFUN001492",5247,817,5247,817
"963","AFUN001493",2900,1665,2900,1665
"964","AFUN001495",228,93,228,93
"965","AFUN001496",143,27,143,27
"966","AFUN001497",0,0,0,0
"967","AFUN001498",64,191,64,191
"968","AFUN001499",78,78,78,78
"969","AFUN001500",262,96,262,96
"970","AFUN001501",411,375,411,375
"971","AFUN001502",183,169,183,169
"972","AFUN001507",284,47,284,47
"973","AFUN001510",491,251,491,251
"974","AFUN001511",92,27,92,27
"975","AFUN001514",3141,1090,3141,1090
"976","AFUN001515",574,72,574,72
"977","AFUN001516",238,73,238,73
"978","AFUN001517",1698,326,1698,326
"979","AFUN001520",0,0,0,0
"980","AFUN001521",1,0,1,0
"981","AFUN001523",690,577,690,577
"982","AFUN001524",8,24,8,24
"983","AFUN001527",10,1,10,1
"984","AFUN001529",2959,1157,2959,1157
"985","AFUN001530",155,39,155,39
"986","AFUN001537",1594,416,1594,416
"987","AFUN001538",8266,3827,8266,3827
"988","AFUN001540",9361,3941,9361,3941
"989","AFUN001541",371,59,371,59
"990","AFUN001542",138,42,138,42
"991","AFUN001559",1976,3835,1976,3835
"992","AFUN001560",82,34,82,34
"993","AFUN001561",551,411,551,411
"994","AFUN001562",581,361,581,361
"995","AFUN001564",813,382,813,382
"996","AFUN001565",62,24,62,24
"997","AFUN001566",303,144,303,144
"998","AFUN001567",376,107,376,107
"999","AFUN001568",74,30,74,30
"1000","AFUN001570",8,54,8,54
"1001","AFUN001572",32,33,32,33
"1002","AFUN001573",2645,390,2645,390
"1003","AFUN001574",26,2,26,2
"1004","AFUN001575",19,1,19,1
"1005","AFUN001576",118,167,118,167
"1006","AFUN001577",26,30,26,30
"1007","AFUN001578",67,108,67,108
"1008","AFUN001579",24,4,24,4
"1009","AFUN001580",52,25,52,25
"1010","AFUN001582",59,25,59,25
"1011","AFUN001583",26,85,26,85
"1012","AFUN001584",4746,1302,4746,1302
"1013","AFUN001585",1244,582,1244,582
"1014","AFUN001586",60,36,60,36
"1015","AFUN001587",76,154,76,154
"1016","AFUN001588",120,22,120,22
"1017","AFUN001589",1250,201,1250,201
"1018","AFUN001590",668,154,668,154
"1019","AFUN001591",533,98,533,98
"1020","AFUN001592",1524,220,1524,220
"1021","AFUN001593",844,115,844,115
"1022","AFUN001594",1625,494,1625,494
"1023","AFUN001595",254,513,254,513
"1024","AFUN001596",204,105,204,105
"1025","AFUN001597",919,180,919,180
"1026","AFUN001598",147,34,147,34
"1027","AFUN001599",217,303,217,303
"1028","AFUN001600",32642,17667,32642,17667
"1029","AFUN001601",1024,210,1024,210
"1030","AFUN001602",27,18,27,18
"1031","AFUN001603",0,12,0,12
"1032","AFUN001604",992,549,992,549
"1033","AFUN001605",139,48,139,48
"1034","AFUN001607",1849,1053,1849,1053
"1035","AFUN001608",30,42,30,42
"1036","AFUN001609",4,14,4,14
"1037","AFUN001610",489,265,489,265
"1038","AFUN001611",43,118,43,118
"1039","AFUN001612",3205,15049,3205,15049
"1040","AFUN001613",315,244,315,244
"1041","AFUN001614",0,0,0,0
"1042","AFUN001621",159,115,159,115
"1043","AFUN001622",1645,678,1645,678
"1044","AFUN001624",2330,544,2330,544
"1045","AFUN001630",321,90,321,90
"1046","AFUN001631",37,35,37,35
"1047","AFUN001632",99,134,99,134
"1048","AFUN001633",60,193,60,193
"1049","AFUN001634",589,200,589,200
"1050","AFUN001635",12,5,12,5
"1051","AFUN001636",18,307,18,307
"1052","AFUN001637",19,38,19,38
"1053","AFUN001640",111,151,111,151
"1054","AFUN001641",330,226,330,226
"1055","AFUN001642",147,30,147,30
"1056","AFUN001644",160,111,160,111
"1057","AFUN001645",205,115,205,115
"1058","AFUN001646",235,64,235,64
"1059","AFUN001647",1110,1065,1110,1065
"1060","AFUN001649",1400,843,1400,843
"1061","AFUN001652",1467,266,1467,266
"1062","AFUN001655",2891,8416,2891,8416
"1063","AFUN001656",6,14,6,14
"1064","AFUN001657",5571,1339,5571,1339
"1065","AFUN001658",255,52,255,52
"1066","AFUN001659",225,32,225,32
"1067","AFUN001660",84,33,84,33
"1068","AFUN001661",425,119,425,119
"1069","AFUN001662",31,76,31,76
"1070","AFUN001663",824,1075,824,1075
"1071","AFUN001664",12,27,12,27
"1072","AFUN001666",8,16,8,16
"1073","AFUN001668",1137,136,1137,136
"1074","AFUN001669",2382,783,2382,783
"1075","AFUN001670",134,58,134,58
"1076","AFUN001671",194,47,194,47
"1077","AFUN001672",377,352,377,352
"1078","AFUN001673",429,112,429,112
"1079","AFUN001675",467,52,467,52
"1080","AFUN001676",1926,1548,1926,1548
"1081","AFUN001677",28,43,28,43
"1082","AFUN001678",322,370,322,370
"1083","AFUN001679",38,226,38,226
"1084","AFUN001682",136,195,136,195
"1085","AFUN001684",3169,564,3169,564
"1086","AFUN001687",5,1,5,1
"1087","AFUN001688",1,2,1,2
"1088","AFUN001689",4,3,4,3
"1089","AFUN001690",186,39,186,39
"1090","AFUN001695",656,488,656,488
"1091","AFUN001696",706,230,706,230
"1092","AFUN001697",6312,2655,6312,2655
"1093","AFUN001698",551,209,551,209
"1094","AFUN001699",943,892,943,892
"1095","AFUN001701",43,104,43,104
"1096","AFUN001703",3889,2218,3889,2218
"1097","AFUN001704",2690,1390,2690,1390
"1098","AFUN001705",238,136,238,136
"1099","AFUN001706",3518,1254,3518,1254
"1100","AFUN001707",83,43,83,43
"1101","AFUN001708",1151,442,1151,442
"1102","AFUN001709",2876,6628,2876,6628
"1103","AFUN001710",532,307,532,307
"1104","AFUN001713",227,170,227,170
"1105","AFUN001715",227,53,227,53
"1106","AFUN001716",298,165,298,165
"1107","AFUN001717",6850,4392,6850,4392
"1108","AFUN001718",428,94,428,94
"1109","AFUN001719",109,114,109,114
"1110","AFUN001720",301,395,301,395
"1111","AFUN001721",0,5,0,5
"1112","AFUN001723",58,103,58,103
"1113","AFUN001724",158,639,158,639
"1114","AFUN001725",13,15,13,15
"1115","AFUN001726",395,182,395,182
"1116","AFUN001730",123,82,123,82
"1117","AFUN001732",951,206,951,206
"1118","AFUN001733",534,206,534,206
"1119","AFUN001734",701,127,701,127
"1120","AFUN001735",20,26,20,26
"1121","AFUN001736",59,25,59,25
"1122","AFUN001741",155,231,155,231
"1123","AFUN001742",263,173,263,173
"1124","AFUN001743",2052,1166,2052,1166
"1125","AFUN001748",11,13,11,13
"1126","AFUN001749",770,279,770,279
"1127","AFUN001750",1013,237,1013,237
"1128","AFUN001751",1067,498,1067,498
"1129","AFUN001752",106,15,106,15
"1130","AFUN001755",7,1,7,1
"1131","AFUN001759",27,33,27,33
"1132","AFUN001762",175,104,175,104
"1133","AFUN001763",312,120,312,120
"1134","AFUN001764",2047,671,2047,671
"1135","AFUN001769",3045,1430,3045,1430
"1136","AFUN001770",574,156,574,156
"1137","AFUN001771",35,58,35,58
"1138","AFUN001772",178,280,178,280
"1139","AFUN001774",65,102,65,102
"1140","AFUN001776",661,106,661,106
"1141","AFUN001777",295,67,295,67
"1142","AFUN001781",1526,1518,1526,1518
"1143","AFUN001782",2469,1244,2469,1244
"1144","AFUN001783",866,256,866,256
"1145","AFUN001784",5315,1809,5315,1809
"1146","AFUN001785",341,71,341,71
"1147","AFUN001787",18961,20190,18961,20190
"1148","AFUN001789",608,95,608,95
"1149","AFUN001790",649,146,649,146
"1150","AFUN001791",706,428,706,428
"1151","AFUN001792",2517,1206,2517,1206
"1152","AFUN001793",3801,2151,3801,2151
"1153","AFUN001794",255,227,255,227
"1154","AFUN001795",84,22,84,22
"1155","AFUN001796",22,6,22,6
"1156","AFUN001799",51,3,51,3
"1157","AFUN001800",156,55,156,55
"1158","AFUN001801",51,8,51,8
"1159","AFUN001802",226,37,226,37
"1160","AFUN001806",9,18,9,18
"1161","AFUN001807",2,11,2,11
"1162","AFUN001808",893,315,893,315
"1163","AFUN001813",3188,910,3188,910
"1164","AFUN001814",1,6,1,6
"1165","AFUN001815",103,20,103,20
"1166","AFUN001817",0,13,0,13
"1167","AFUN001818",923,280,923,280
"1168","AFUN001819",502,473,502,473
"1169","AFUN001820",3,12,3,12
"1170","AFUN001821",49,143,49,143
"1171","AFUN001822",70,77,70,77
"1172","AFUN001823",21,10,21,10
"1173","AFUN001824",201,96,201,96
"1174","AFUN001825",5,7,5,7
"1175","AFUN001826",1456,524,1456,524
"1176","AFUN001830",549,125,549,125
"1177","AFUN001833",710,12,710,12
"1178","AFUN001836",2597,2235,2597,2235
"1179","AFUN001837",292,54,292,54
"1180","AFUN001838",391,196,391,196
"1181","AFUN001839",157,32,157,32
"1182","AFUN001840",992,432,992,432
"1183","AFUN001841",0,0,0,0
"1184","AFUN001842",9,17,9,17
"1185","AFUN001843",81,39,81,39
"1186","AFUN001844",31,9,31,9
"1187","AFUN001845",34,12,34,12
"1188","AFUN001846",7,5,7,5
"1189","AFUN001847",35,26,35,26
"1190","AFUN001848",179,118,179,118
"1191","AFUN001850",266,153,266,153
"1192","AFUN001851",1837,538,1837,538
"1193","AFUN001852",761,104,761,104
"1194","AFUN001856",16,8,16,8
"1195","AFUN001862",83,23,83,23
"1196","AFUN001863",45,28,45,28
"1197","AFUN001864",3148,624,3148,624
"1198","AFUN001865",0,15,0,15
"1199","AFUN001866",22,293,22,293
"1200","AFUN001867",236,2558,236,2558
"1201","AFUN001868",28,28,28,28
"1202","AFUN001869",0,25,0,25
"1203","AFUN001871",2120,1119,2120,1119
"1204","AFUN001872",1841,597,1841,597
"1205","AFUN001873",125,212,125,212
"1206","AFUN001874",2151,906,2151,906
"1207","AFUN001878",2475,506,2475,506
"1208","AFUN001879",192,82,192,82
"1209","AFUN001880",561,1005,561,1005
"1210","AFUN001881",107,104,107,104
"1211","AFUN001882",8,53,8,53
"1212","AFUN001883",257,352,257,352
"1213","AFUN001886",156,137,156,137
"1214","AFUN001887",0,4,0,4
"1215","AFUN001888",1252,412,1252,412
"1216","AFUN001889",612,130,612,130
"1217","AFUN001892",755,121,755,121
"1218","AFUN001893",422,226,422,226
"1219","AFUN001894",230,98,230,98
"1220","AFUN001895",5033,1140,5033,1140
"1221","AFUN001900",163,150,163,150
"1222","AFUN001901",320,196,320,196
"1223","AFUN001902",151,56,151,56
"1224","AFUN001904",51,24,51,24
"1225","AFUN001905",1137,1786,1137,1786
"1226","AFUN001906",53,47,53,47
"1227","AFUN001907",240,292,240,292
"1228","AFUN001908",100,109,100,109
"1229","AFUN001909",383,110,383,110
"1230","AFUN001910",953,199,953,199
"1231","AFUN001911",74,46,74,46
"1232","AFUN001912",310,132,310,132
"1233","AFUN001913",1559,1520,1559,1520
"1234","AFUN001914",151,22,151,22
"1235","AFUN001916",1070,1200,1070,1200
"1236","AFUN001917",1332,381,1332,381
"1237","AFUN001918",229,141,229,141
"1238","AFUN001919",560,256,560,256
"1239","AFUN001920",0,4,0,4
"1240","AFUN001921",548,127,548,127
"1241","AFUN001922",426,881,426,881
"1242","AFUN001926",109,11,109,11
"1243","AFUN001927",143,74,143,74
"1244","AFUN001928",60,158,60,158
"1245","AFUN001929",13,4,13,4
"1246","AFUN001932",496,107,496,107
"1247","AFUN001933",256,354,256,354
"1248","AFUN001934",231,337,231,337
"1249","AFUN001935",539,90,539,90
"1250","AFUN001937",14,17,14,17
"1251","AFUN001938",3,6,3,6
"1252","AFUN001939",2730,198,2730,198
"1253","AFUN001940",350,135,350,135
"1254","AFUN001941",1763,400,1763,400
"1255","AFUN001947",130,40,130,40
"1256","AFUN001948",250,38,250,38
"1257","AFUN001949",65,69,65,69
"1258","AFUN001951",167,20,167,20
"1259","AFUN001952",648,107,648,107
"1260","AFUN001953",738,126,738,126
"1261","AFUN001954",171,72,171,72
"1262","AFUN001955",891,284,891,284
"1263","AFUN001956",206,44,206,44
"1264","AFUN001958",375,6,375,6
"1265","AFUN001962",101,55,101,55
"1266","AFUN001968",84,24,84,24
"1267","AFUN001969",210,95,210,95
"1268","AFUN001970",36,9,36,9
"1269","AFUN001971",900,131,900,131
"1270","AFUN001972",49,25,49,25
"1271","AFUN001973",1230,614,1230,614
"1272","AFUN001974",408,104,408,104
"1273","AFUN001975",516,69,516,69
"1274","AFUN001977",458,182,458,182
"1275","AFUN001981",473,195,473,195
"1276","AFUN001982",442,535,442,535
"1277","AFUN001984",1496,257,1496,257
"1278","AFUN001987",58,49,58,49
"1279","AFUN001988",2,0,2,0
"1280","AFUN001989",899,387,899,387
"1281","AFUN001990",469,108,469,108
"1282","AFUN001991",3819,1711,3819,1711
"1283","AFUN001992",21,77,21,77
"1284","AFUN001997",432,172,432,172
"1285","AFUN001998",49,20,49,20
"1286","AFUN002001",1044,366,1044,366
"1287","AFUN002002",2,3,2,3
"1288","AFUN002003",36,85,36,85
