"","kombewa_05_susceptible","komb_06_susceptible","komb_04_susceptible","PortVict_susceptible","teso_susceptible","kombe_01_resistant","komb_02_resistant","Siaya_resistant","PortVict_resistant","Teso_resistant"
"AFUN002225",164.397402970298,91.7063815598704,103.390977922653,253.308572024377,169.700298479325,144.388766429434,124.267662424138,194.029422553983,187.706800707257,170.900198932685
"AFUN002226",46.5550167703497,46.6303635050188,39.8793771987377,75.6487138172348,29.9471114963516,59.4541979415316,69.4436937076067,86.5669731394693,76.1822580276314,65.991165924502
"AFUN002227",350.617470051697,334.184271785968,299.833835975695,283.109580497833,272.01959609186,478.722113295449,394.732574759028,499.700389777488,572.545011362302,509.880461502135
"AFUN002228",261.144547196181,390.140707991991,389.931688165435,80.2334843516127,233.337910409073,342.054671274007,418.489627869525,269.253137144142,457.878932269166,416.815996736812
"AFUN002229",50.91954959257,37.3042908040151,17.7241676438834,41.2629348094008,32.4427041210475,54.0492708559378,36.5493124776877,39.9999117265134,107.597622162737,70.5033823979723
"AFUN002230",188.402333492509,233.151817525094,293.9257800944,137.543116031336,177.187076353413,257.892235226903,372.802987272415,219.701007691894,215.195244325474,239.711500153106
"AFUN002231",831.443502632965,553.346980259557,648.409132972069,541.002923056588,1043.15771712291,897.990028649367,533.619962174241,604.17777115271,685.640322248683,677.396498079717
"AFUN002240",142.574738859196,116.575908762547,112.253061744595,75.6487138172348,96.0803160507946,125.085455409456,129.750059295791,158.208606082478,121.734536023535,108.293195363285
"AFUN002241",2.90968854814686,4.66303635050188,1.47701397032362,13.7543116031336,14.9735557481758,2.31639732239734,0,10.1492313335929,3.92692051688822,3.94818941428645
"AFUN002243",68.3776808814512,102.586799711041,57.6035448426211,84.8182548859906,64.885408242095,74.8968467575138,102.338074937526,102.089326943788,72.2553375107432,84.6040588775667
"AFUN002245",34.1888404407256,31.0869090033459,59.0805588129448,30.9472011070506,41.1772783074834,42.4672842439511,56.651434340416,53.1342110993984,47.1230462026586,29.3294070775565
"AFUN002246",125.844029707352,65.2825089070264,63.5116007239156,77.9410990844238,42.4250746198314,132.806779817447,102.338074937526,119.99973517954,125.661456540423,146.083008328599
"AFUN002247",109.840742692544,149.21716321606,156.563480854304,190.267977176682,28.6993151840036,133.578912258246,158.989509277942,82.9848914923188,91.1045559918066,37.2257859061294
"AFUN002251",53.1018160036802,29.5325635531786,33.9713213174432,74.5025211836404,44.9206672445273,47.8722113295449,42.0317093493409,56.1192791386904,92.6753241985619,74.4515718122587
"AFUN002252",3544.00065164287,4105.02633389182,4340.94405878112,9535.17651887237,4145.17934961999,3761.82925157327,4738.61836273222,4469.84088203591,1786.74883518414,1152.30728191246
"AFUN002253",779.069108766321,526.923107606713,561.265308722975,481.400906109676,411.772783074834,843.16862535263,542.757290293663,668.655240801418,920.470169158598,821.787425230765
"AFUN002256",1481.03147100675,1949.14919450979,1946.70441288653,479.108520842487,1348.86781364817,1505.65825955827,2127.16998620143,966.565031122764,1141.94848631109,1588.30019866152
"AFUN002257",2501.60472926926,1789.05161314256,1661.64071661407,4863.29534434132,2038.8991743766,2093.25104700639,1593.55002402719,3119.99311466804,739.83182538174,742.259609885852
"AFUN002259",1325.36313368089,822.248743138499,831.558865292197,897.468832104468,1202.87564510345,1043.9230599604,842.461652610702,1313.4299372885,1298.23992288324,717.442419281766
"AFUN002269",72.0147915666348,91.7063815598704,82.7127823381227,122.642611794608,142.24877960767,99.6050848630854,115.130334304716,115.820639924531,62.0453441668338,121.829844783696
"AFUN002272",120.752074748095,111.912872412045,128.500215418155,146.712657100092,77.3633713655748,124.313322968657,109.647937433063,190.447340906832,159.432972985662,113.369438895939
"AFUN002273",421.177417344258,365.271180789314,288.017724213106,319.787744772856,250.807058781944,360.585849853185,252.190256096045,331.342552361417,398.975124515843,412.303780263342
"AFUN002274",1566.13986104005,2084.37724867434,2056.00344669048,960.509426952163,1275.24783121964,849.345684879023,1140.33854930386,1007.16195645714,632.234203219003,439.377079104163
"AFUN002275",104.748787733287,139.891090515057,153.609452913656,63.0405948476957,149.735557481758,79.5296414023085,89.545815570335,80.5968370608852,87.1776354749184,43.9941106163347
"AFUN002277",34.1888404407256,40.4129817043497,36.9253492580905,66.4791727484791,67.381000866791,30.1131651911654,23.757053110497,91.9400956101949,54.1915031330574,146.083008328599
"AFUN002279",23.2775083851749,26.423872652844,26.5862514658251,9.16954106875574,18.7169446852197,36.2902247175583,21.9295874866126,40.5969253343718,27.4884436182175,59.7868682734805
"AFUN002280",21.0952419740647,31.0869090033459,25.1092374955015,24.0700453054838,37.4338893704394,13.898383934384,16.4471906149595,26.8656123536284,15.7076820675529,45.686191793886
"AFUN002281",89.4729228555159,63.7281634568591,75.3277124865046,44.7015127101842,79.8589639902708,46.3279464479467,62.1338312120692,79.9998234530268,62.0453441668338,94.7565459428747
"AFUN002284",8.00164350740386,1.55434545016729,11.816111762589,0,6.23898156173991,5.40492708559378,9.13732811942193,8.95520411787613,24.3469072047069,10.7165141244918
"AFUN002285",34.1888404407256,34.1955999036805,48.7414610206794,44.7015127101842,54.9030377433112,87.2509658102996,54.8239687165316,56.7162927465488,111.524542679625,96.448627120426
"AFUN002286",157.850603736967,209.836635772585,212.690011726601,434.407008132303,295.727726026472,156.74288548222,155.334578030173,162.387701337487,179.067575570103,129.162196553085
"AFUN002287",15.275864877771,38.8586362541824,20.6781955845307,21.7776600382949,24.9559262469596,13.898383934384,12.7922593671907,13.7313129807434,23.5615231013293,15.228730597962
"AFUN002289",146.21184954438,82.3803088588666,116.684103655566,155.882198168848,148.48776116941,95.7444226590899,80.408487450913,201.790599456142,118.592999610024,96.448627120426
"AFUN002290",277.147834210988,272.010453779277,358.914394788639,236.11568252046,190.912835789241,288.777532858868,334.426209170843,245.969606437664,353.422846519939,222.790688377592
"AFUN002291",1329.72766650311,1148.66128767363,1129.91568729757,676.253653820736,622.650359861643,1879.37036090504,1558.82817717338,1718.80217702436,1767.1142325997,2249.33991202491
"AFUN002292",861.26781025147,685.466343523777,716.351775606955,522.663840919077,529.065636435544,1052.41651680919,698.091868323836,915.818874454799,1122.31388372665,1150.05117367572
"AFUN002293",843.809678962589,578.216507462233,612.960797684302,1249.34997061797,561.508340556592,1040.0623977564,827.841927619627,1090.14684794945,849.000215751232,777.229287555246
"AFUN002298",21.8226641111014,18.6521454020075,20.6781955845307,16.0466968703225,54.9030377433112,11.5819866119867,5.48239687165316,11.9402721571682,20.4199866878187,9.02443294694045
"AFUN002300",2479.78206515816,3431.99475396939,3451.7816486463,1907.26454230119,3532.51136025714,2127.22487440155,2938.56472320609,1754.025979888,1793.03190801116,1650.90720223092
"AFUN002301",34.1888404407256,7.77172725083647,4.43104191097086,43.5553200765898,21.2125373099157,23.1639732239734,12.7922593671907,51.3431702758231,44.7668938925257,32.7135694326591
"AFUN002302",4352.16664589066,2877.09342825966,2860.97606051685,4219.13508426123,2283.46725159681,3907.7622828843,2658.96248275178,4057.9014926136,2445.68609791798,2326.0475920739
"AFUN002303",30.551729755542,10.8804181511711,19.201181614207,18.3390821375115,43.6728709321794,23.9361056647725,14.6197249910751,16.119367412177,4.71230462026586,3.94818941428645
"AFUN002304",296.78823191098,202.064908521748,245.184319073721,323.22632267364,264.532818217772,326.612022458024,266.80998108712,346.267892557877,457.093548165788,393.690887310277
"AFUN002305",365.893334929467,474.075362301025,570.127392544917,375.951183818985,536.552414309632,335.877611747614,581.134068395235,354.029069460036,382.482058344912,395.946995547012
"AFUN002306",71.287369429598,76.1629270581974,75.3277124865046,93.9877959547463,108.558279174274,83.3903036063041,107.820471809179,79.9998234530268,122.519920126912,86.8601671143018
"AFUN002307",24.7323526592483,48.1847089551861,47.2644470503558,38.9705495422119,48.6640561815713,34.74595983596,67.6162280837223,39.402898118655,50.2645826161692,45.1221647347022
"AFUN002308",159.305448011041,186.521454020075,220.075081578219,127.227382328986,282.001966590644,123.541190527858,254.01772171993,211.939830789735,0.785384103377643,52.4545165040914
"AFUN002309",25.459774796285,35.7499453538478,45.7874330800322,16.0466968703225,34.9382967457435,29.3410327503662,63.9612968359535,37.6118572950798,56.5476554431903,40.609948261232
"AFUN002310",53.8292381407169,62.1738180066918,66.4656286645629,68.771558015668,57.3986303680071,84.1624360471032,146.197249910751,129.551952905275,78.5384103377643,60.914922391848
"AFUN002311",1.45484427407343,29.5325635531786,25.1092374955015,12.6081189695391,17.4691483728717,6.94919196719201,27.4119843582658,0,6.28307282702115,3.38416235510267
"AFUN002313",181.855534259179,88.5976906595358,109.299033803948,234.969489886866,71.1243898038349,230.867599798934,122.440196800254,218.506980476178,318.865945971323,231.815121324533
"AFUN002314",829.261236221855,641.944670919093,583.42051827783,2149.11118798963,937.095030573334,396.876074570743,290.567034197617,299.103817537063,564.691170328525,396.511022606196
"AFUN002315",6.54679923333043,6.21738180066918,1.47701397032362,13.7543116031336,48.6640561815713,8.49345684879023,9.13732811942193,2.38805443143363,0,1.12805411836756
"AFUN002317",125.844029707352,309.314744583292,308.695919797636,413.775540727603,531.56122906024,62.5427277047281,190.056424883976,94.925163649487,34.5569005486163,20.304974130616
"AFUN002319",1469.39271681416,1248.13939648434,1287.9561821222,1307.80579493129,1423.73559238905,1358.18096336564,1189.68012114874,1348.65374015215,1160.79770479216,1201.37763606145
