"","Siaya_resistant","Siaya_susceptible","komb_02_resistant","komb_06_susceptible"
"AFUN002368",55.1534482526998,45.9815415318086,51.3656021114332,54.7307733658532
"AFUN002370",1510.72488692178,1470.82728418836,2168.36220341836,2999.24638044876
"AFUN002372",312.33637543105,185.090255786268,324.703984775846,247.07034833728
"AFUN002373",963.386862414007,894.020858137444,1034.64998538744,825.652809633443
"AFUN002375",228.407215046507,236.310200783725,185.283064759098,237.687930045991
"AFUN002376",168.457814771833,126.303728005095,207.296894235427,197.030784117072
"AFUN002377",92.3220764229976,71.0094692010209,42.193173162963,32.8384640195119
"AFUN002378",778.742709568012,1105.88517608147,1174.07090540419,1379.2154888195
"AFUN002379",160.664392736126,185.672300615784,185.283064759098,264.271448537977
"AFUN002380",2836.20612699481,2014.45715495683,2610.47327873462,1899.93970398605
"AFUN002382",274.568253258006,1419.6073391909,372.400615307891,577.018724914281
"AFUN002383",655.246945002184,560.509170824452,434.773132157488,444.101132454352
"AFUN002384",133.087668609776,220.594990386778,86.22083211562,84.4417646216021
"AFUN002385",1508.92640491354,1588.40033975071,1568.48535018841,1252.5528418871
"AFUN002386",201.429984922904,247.951097374057,221.972780552979,200.158256880835
"AFUN002387",8.39291603845432,36.086779430027,40.3586873732689,25.0197821101043
"AFUN002388",14.9873500686684,50.0558553384246,12.8414005278583,26.5835184919858
"AFUN002389",17.3853260796554,45.9815415318086,33.0207442144928,23.4560457282228
"AFUN002390",201.429984922904,251.443366351156,176.110635810628,197.030784117072
"AFUN002391",567.121326598414,607.654802015294,526.49742164219,425.336295871774
"AFUN002392",408.854909873275,377.747094356251,579.697509543318,522.287951548428
"AFUN002393",1493.33956084212,1340.44924237665,1161.22950487633,1268.19020570591
"AFUN002394",95.3195464367312,118.737145221379,95.3932610640902,89.1329737672467
"AFUN002395",241.596083106935,162.972552264638,179.779607390016,96.9516556766543
"AFUN002397",134.886150618016,95.4553520407167,141.255405806441,251.761557482925
"AFUN002399",165.4603447581,215.356586921129,132.082976857971,173.574738388849
"AFUN002400",474.199756172669,639.085222809188,251.324553188084,420.645086726129
"AFUN002401",127.092728582308,78.5760519847363,84.386346325926,71.93187356655
"AFUN002403",115.102848527374,100.693755506366,56.8690594805153,42.2208823108011
"AFUN002406",129.490704593295,144.929162549625,119.241576330113,142.300010751218
"AFUN002407",40.7655921867781,159.480283287539,45.8621447423511,28.1472548738674
"AFUN002408",188.840610865222,220.594990386778,139.420920016747,159.501110951915
"AFUN002410",1128.24771316936,1219.3839178372,999.794755383253,1144.65503153727
"AFUN002411",108.508414497159,292.186504417316,190.78652212818,145.427483514981
"AFUN002412",57.5514242636868,96.0373968702332,55.0345736908213,32.8384640195119
"AFUN002413",157.067428719645,176.941628173036,146.758863175523,128.226383314285
"AFUN002414",29.9747001373369,10.4768069312982,18.3448578969404,34.4022004013935
"AFUN002415",38.3676161757912,20.3715690330798,11.0069147381643,65.6769280390239
"AFUN002416",102.513474469692,57.6224381221399,115.572604750725,100.079128440417
"AFUN002417",9121.90074579436,7501.39376280949,14209.9269269701,14059.5538094968
"AFUN002418",432.834669983144,253.771545669222,216.469323183897,168.883529243204
"AFUN002419",159.465404730632,105.350114142498,108.234661591949,84.4417646216021
"AFUN002420",32.3726761483238,25.6099724987289,42.193173162963,28.1472548738674
"AFUN002421",1975.93223305325,2174.51948307389,2480.22478766635,2814.72548738674
"AFUN002422",5014.16783897371,3289.71737642763,3558.90243200644,3616.92225129196
"AFUN002423",16.1863380741619,12.2229414198479,16.5103721072464,15.6373638188152
"AFUN002424",59.9494002746737,46.5635863613252,86.22083211562,107.897810349825
"AFUN002425",938.208114298644,740.943067974587,530.166393221578,625.494552752608
"AFUN002426",6292.8885468325,5358.88674535901,4123.92405523221,3970.32667359718
"AFUN002427",1459.16840268556,534.317153496207,1054.82932907407,581.709934059926
"AFUN002430",413.051367892502,705.438333374077,722.787401139453,580.146197678044
"AFUN002432",121.697282557588,67.5172002239215,130.248491068277,131.353856078048
"AFUN002434",1.19898800549347,18.6254345445301,9.17242894847022,6.25494552752608
"AFUN002435",94.7200524339845,82.0683209618357,117.407090540419,103.20660120418
"AFUN002436",522.159276392408,291.022414758282,311.862584247987,248.634084719162
"AFUN002437",28.7757121318434,17.4613448854969,29.3517726351047,17.2011002006967
"AFUN002438",53.9544602472064,41.9072277251927,25.6828010557166,32.8384640195119
"AFUN002445",157.067428719645,139.108714254459,73.3794315877617,71.93187356655
"AFUN002446",2822.41776493164,3073.77874467698,2115.16211551723,2390.95292789684
"AFUN002450",963.986356416754,1122.76447613745,1293.3124817343,1458.96604429546
"AFUN002451",702.606971219176,762.4787266667,686.097685345572,636.440707425779
"AFUN002452",47.3600262169923,73.9196933486038,56.8690594805153,73.4956099484315
"AFUN002453",109.707402502653,173.449359195936,139.420920016747,134.481328841811
"AFUN002455",1008.34891262001,889.946544330828,627.394140075363,725.573681193026
"AFUN002456",61.1483882801672,71.0094692010209,82.5518605362319,53.1670369839717
"AFUN002457",82.130678376303,68.0992450534381,71.5449457980677,70.3681371846684
"AFUN002459",926.817728246456,655.382478035652,1304.31939647246,1188.43965022996
"AFUN002460",661.841379032398,524.422391394425,653.076941131079,847.545118979784
"AFUN002461",90.5235944147574,27.3561069872786,62.3725168495975,60.9857188933793
"AFUN002465",241.596083106935,146.093252208658,135.751948437359,132.917592459929
"AFUN002466",98.3170164504649,59.9506174402062,121.076062119807,59.4219825114978
"AFUN002468",87.5261244010237,105.932158972015,53.2000879011272,76.6230827121945
"AFUN002469",326.124737494225,285.201966463117,280.676325823189,245.506611955399
"AFUN002470",288.356615321181,284.6199216336,427.435188998712,459.738496273167
"AFUN002473",860.873387944315,1118.10811750132,1199.7537064599,1413.61768922089
"AFUN002474",435.232645994131,651.308164229036,722.787401139453,548.871470040414
"AFUN002475",3801.99096541981,2836.30445423422,2988.3773514116,2218.94192588988
"AFUN002476",2610.79638196204,1797.93647837667,3591.92317622094,2437.86501935329
"AFUN002477",93.521064428491,307.901714814263,304.524641089211,51.6033006020902
"AFUN002478",552.733470532492,652.472253888069,570.525080594847,423.772559489892
"AFUN002479",329.721701510706,363.778018447853,506.318077955556,267.39892130174
"AFUN002480",1384.83114634496,3763.50186765411,2933.34277772077,3707.61896144109
"AFUN002481",0,16.8793000559804,5.50345736908213,0
"AFUN002482",184.044658843248,228.161573170493,106.400175802254,164.19232009756
"AFUN002483",92.9215704257443,92.5451278931338,86.22083211562,112.589019495469
"AFUN002484",3347.57451133778,3074.94283433601,3380.95731040612,2675.55294939928
"AFUN002485",2652.16146815157,2070.91550341994,3025.06706720548,2333.09468176723
"AFUN002486",628.869208881327,502.304687872796,372.400615307891,436.282450544944
"AFUN002490",86.3271363955302,196.731152376599,73.3794315877617,53.1670369839717
"AFUN002498",65.9443403021411,54.1301691450405,99.0622326434783,92.2604465310097
"AFUN002499",12.5893740576815,1.74613448854969,14.6758863175523,3.12747276376304
"AFUN002500",5.99494002746737,12.8049862493644,9.17242894847022,9.38241829128912
"AFUN002502",242.795071112429,159.480283287539,201.793436866345,148.554956278744
"AFUN002503",172.054778788314,125.139638346061,242.152124239614,139.172537987455
"AFUN002504",2320.04179062987,1874.18435104334,1882.18242022609,1715.41881092403
"AFUN002505",3348.77349934328,1375.37193214764,2043.61716971916,2434.73754658953
"AFUN002506",838.092615839939,2911.38823724186,535.669850590661,745.902254157485
"AFUN002507",42.5640741950184,25.0279276692123,38.5242015835749,26.5835184919858
"AFUN002510",18.5843140851489,8.73067244274847,5.50345736908213,6.25494552752608
"AFUN002511",33.5716641538173,23.8638380101792,38.5242015835749,26.5835184919858
"AFUN002512",14.3878560659217,23.2817931806626,22.0138294763285,21.8923093463413
"AFUN002514",532.350674439103,767.717130132349,240.31763844992,367.478049742157
"AFUN002515",239.198107095948,267.158576748103,254.993524767472,187.648365825782
"AFUN002517",296.150037356888,183.344121297718,319.200527406764,253.325293864806
"AFUN002518",7.19392803296085,13.9690759083976,29.3517726351047,14.0736274369337
"AFUN002519",8.99241004120106,44.8174518727755,34.8552300041868,32.8384640195119
"AFUN002520",1074.8927469249,990.640299837194,640.235540603221,384.679149942854
"AFUN002523",6.59443403021411,1.74613448854969,9.17242894847022,4.69120914564456
"AFUN002526",80.9316903708095,97.2014865292664,64.2070026392915,45.3483550745641
"AFUN002527",923.820258232722,1066.30612767435,2041.78268392947,1763.89463876236
"AFUN002529",160.064898733379,289.276280269733,227.476237922061,286.163757884318
"AFUN002530",409.454403876022,731.048305872806,596.207881650564,777.176981795116
"AFUN002533",110.906390508146,115.24487624428,166.938206862158,117.280228641114
"AFUN002535",863.870857958049,1197.26621431557,990.622326434783,816.270391342154
"AFUN002536",73.138268335102,100.111710676849,117.407090540419,111.025283113588
"AFUN002538",2.99747001373369,15.7152103969473,1.83448578969404,18.7648365825782
"AFUN002544",2373.99625087708,2523.16433595431,1618.01646651015,2609.87602136026
"AFUN002545",43.1635681977651,69.8453795419878,84.386346325926,65.6769280390239
"AFUN002546",8.39291603845432,66.3531105648884,38.5242015835749,34.4022004013935
"AFUN002547",127.692222585055,137.944624595426,264.165953715942,175.13847477073
"AFUN002548",796.128035647667,2715.82117452429,1164.89847645572,1662.25177394006
"AFUN002549",963.986356416754,1597.13101219345,1007.13269854203,985.153920585358
"AFUN002550",701.407983213683,724.063767918607,609.049282178422,584.837406823689
"AFUN002551",395.666041812847,238.638380101792,473.297333741063,347.149476777698
"AFUN002552",824.903747779511,636.174998661606,664.083855869244,516.033006020902
"AFUN002553",111.505884510893,93.709217552167,196.289979497263,151.682429042507
"AFUN002557",10.7908920494413,8.14862761323191,1.83448578969404,15.6373638188152
"AFUN002559",184.044658843248,229.325662829527,188.952036338486,228.305511754702
"AFUN002560",140.881090645483,152.49574533334,223.807266342673,168.883529243204
"AFUN002562",80.3321963680628,93.1271727226504,111.903633171337,86.0055010034836
"AFUN002563",34.171158156564,31.4304207938945,42.193173162963,31.2747276376304
"AFUN002564",920.223294216242,999.953017109459,838.360005890178,767.794563503827
"AFUN002565",746.370033419688,2813.02266105356,939.25672432335,2359.67820025921
"AFUN002566",0,14.5511207379141,3.66897157938809,6.25494552752608
"AFUN002571",217.016828994319,236.892245613242,266.000439505636,365.914313360276
"AFUN002572",52.1559782389662,47.1456311908418,31.1862584247987,51.6033006020902
"AFUN002574",721.790779307072,661.784971160334,979.615411696619,1002.35502078605
"AFUN002575",481.39368420563,362.61392878882,385.242015835749,312.747276376304
"AFUN002576",113.304366519133,137.362579765909,199.958951076651,181.393420298256
"AFUN002577",64.7453522966476,69.8453795419878,100.896718433172,96.9516556766543
"AFUN002579",261.379385197578,227.579528340977,421.93173162963,337.767058486408
"AFUN002580",15.5868440714152,18.6254345445301,12.8414005278583,14.0736274369337
"AFUN002581",145.677042667457,146.675297038174,100.896718433172,109.461546731706
"AFUN002582",77.3347263543291,67.5172002239215,110.069147381643,93.8241829128912
"AFUN002584",37.1686281702977,112.916696926214,73.3794315877617,65.6769280390239
"AFUN002585",1175.60773938635,1757.19334031051,851.201406418036,824.089073251561
"AFUN002586",62.9468702884074,94.8733072112001,34.8552300041868,45.3483550745641
"AFUN002587",404.658451854048,382.9854978219,504.483592165862,528.542897075954
"AFUN002591",21.5817840988825,17.4613448854969,12.8414005278583,4.69120914564456
"AFUN002592",11.390386052188,1.74613448854969,3.66897157938809,0
"AFUN002594",471.202286158936,338.168045949124,266.000439505636,270.526394065503
"AFUN002595",266.175337219551,280.545607826984,390.745473204831,378.424204415328
"AFUN002598",275.767241263499,212.446362773546,177.945121600322,146.991219896863
"AFUN002599",97.7175224477182,72.7556036895706,111.903633171337,78.186819094076
"AFUN002600",94.1205584312378,75.6658278371535,36.6897157938809,54.7307733658532
"AFUN002601",107.908920494413,96.0373968702332,176.110635810628,172.011002006967
"AFUN002602",268.573313230538,196.731152376599,152.262320544606,156.373638188152
"AFUN002603",52.1559782389662,54.7122139745571,53.2000879011272,29.7109912557489
"AFUN002605",0.599494002746737,11.6408965903313,0,1.56373638188152
"AFUN002606",1047.31602279855,1359.6567217507,1106.19493118551,1541.84407253518
"AFUN002608",46.7605322142455,44.8174518727755,33.0207442144928,32.8384640195119
"AFUN002609",573.116266625881,377.747094356251,489.80770584831,464.429705418812
"AFUN002611",88.1256184037704,55.2942588040737,130.248491068277,95.3879192947728
"AFUN002614",118.699812543854,59.9506174402062,91.7242894847022,81.3142918578391
"AFUN002615",8.99241004120106,13.387031078881,12.8414005278583,7.8186819094076
"AFUN002616",73.138268335102,86.1426347684516,99.0622326434783,31.2747276376304
"AFUN002617",256.583433175604,170.539135048354,311.862584247987,283.036285120555
"AFUN002622",644.456052952743,791.580968142528,1014.47064170081,1058.64953053379
"AFUN002624",901.638980131093,761.896681837184,739.297773246699,655.205544008357
"AFUN002625",37.7681221730445,66.935155394405,62.3725168495975,62.5494552752608
"AFUN002626",49.1585082252325,93.709217552167,102.731204222866,111.025283113588
"AFUN002627",40.7655921867781,144.929162549625,185.283064759098,87.5692373853652
"AFUN002628",1063.50236087271,794.491192290111,792.497861147827,4364.38824183132
"AFUN002629",646.85402896373,579.134605368982,498.98013479678,486.322014765153
"AFUN002630",191.838080878956,166.464821241738,256.828010557166,184.520893062019
"AFUN002631",248.790011139896,298.006952712481,122.910547909501,187.648365825782
"AFUN002634",523.358264397902,547.122139745571,847.532434838648,869.437428326125
"AFUN002635",784.737649595479,759.568502519117,570.525080594847,516.033006020902
"AFUN002636",52.7554722417129,61.1147070992393,71.5449457980677,68.8044008027869
"AFUN002639",1415.40534048505,1271.76795249369,1086.01558749887,1074.2868943526
"AFUN002640",73.138268335102,92.5451278931338,91.7242894847022,42.2208823108011
"AFUN002641",748.768009430675,1034.29366205094,495.311163217392,697.426426319158
"AFUN002645",1659.39939960297,1274.67817664128,1348.34705542512,1047.70337586062
"AFUN002646",91.1230884175041,62.2787967582725,77.0484031671498,112.589019495469
"AFUN002647",353.701461620575,295.096728564898,324.703984775846,247.07034833728
"AFUN002648",886.651630062425,609.400936503844,651.242455341385,512.905533257139
"AFUN002649",49.7580022279792,27.9381518167951,40.3586873732689,20.3285729644598
"AFUN002650",43.7630622005118,32.5945104529276,55.0345736908213,40.6571459289195
"AFUN002651",300.346495376115,213.610452432579,181.61409317971,189.212102207664
"AFUN002652",657.045427010424,509.289225826994,385.242015835749,315.874749140067
"AFUN002653",4684.44613746301,3870.59811628516,6716.05247606989,6362.84333787591
"AFUN002654",974.177754463448,793.327102631078,750.304687984864,717.754999283618
"AFUN002655",41.3650861895249,64.0249312468221,23.8483152660226,42.2208823108011
"AFUN002656",2.99747001373369,24.4458828396957,7.33794315877617,17.2011002006967
"AFUN002657",125.893740576815,110.006472778631,201.793436866345,123.53517416864
"AFUN002659",308.73941141457,271.814935384236,194.455493707569,228.305511754702
"AFUN002660",66.5438343048879,66.935155394405,56.8690594805153,68.8044008027869
"AFUN002661",44.3625562032586,11.6408965903313,45.8621447423511,40.6571459289195
"AFUN002662",1139.63809922155,977.835313587829,550.345736908213,627.05828913449
"AFUN002663",226.00923903552,463.889729124702,280.676325823189,284.600021502437
"AFUN002664",395.0665478101,605.908667526744,522.828450062802,656.769280390239
"AFUN002665",5.39544602472064,35.5047346005105,7.33794315877617,7.8186819094076
"AFUN002667",2.39797601098695,9.31271727226504,12.8414005278583,3.12747276376304
"AFUN002668",0.599494002746737,12.8049862493644,7.33794315877617,12.5098910550522
"AFUN002669",10.7908920494413,13.9690759083976,0,4.69120914564456
"AFUN002670",2095.23153959985,1834.0232578067,2516.91450346023,2400.33534618813
"AFUN002674",845.886037875646,646.651805592904,651.242455341385,530.106633457836
"AFUN002675",151.072488692178,158.316193628506,286.179783192271,212.668147935887
"AFUN002676",200.830490920157,160.062328117055,179.779607390016,225.178038990939
"AFUN002678",636.662630917035,464.471773954219,798.001318516909,741.211045011841
"AFUN002679",339.9130995574,318.960566575078,539.338822170049,440.973659690589
"AFUN002680",1607.243421364,2188.48855898228,1416.2230296438,1555.91769997211
"AFUN002681",69.5413043186215,192.074793740466,135.751948437359,161.064847333797
"AFUN002682",929.81519826019,1092.49814500259,1452.91274543768,1665.37924670382
"AFUN002683",2998.66900173918,4171.51529314522,2271.09340764123,3341.70464808081
"AFUN002684",20.3827960933891,98.3655761882995,16.5103721072464,21.8923093463413
"AFUN002685",369.28830569199,640.831357297738,317.366041617069,322.129694667593
"AFUN002688",104.911450480679,34.3406449414773,66.0414884289855,65.6769280390239
"AFUN002689",3044.23054594793,2675.66008128765,1634.52683861739,1884.30234016723
"AFUN002690",95.3195464367312,144.347117720108,106.400175802254,84.4417646216021
"AFUN002691",659.443403021411,437.11566696694,1001.62924117295,736.519835866196
"AFUN002692",54.5539542499531,35.5047346005105,78.8828889568439,65.6769280390239
"AFUN002693",56.3524362581933,40.7431380661596,111.903633171337,103.20660120418
"AFUN002694",9249.59296837941,5709.27773272799,7574.5918256467,4910.13223910797
"AFUN002695",555.131446543479,572.150067414783,520.993964273108,437.846186926826
"AFUN002696",220.014299008053,187.418435104334,117.407090540419,86.0055010034836
"AFUN002697",170.256296780073,130.960086641227,194.455493707569,234.560457282228
"AFUN002698",179.848200824021,121.647369368962,99.0622326434783,111.025283113588
"AFUN002699",10.7908920494413,6.40249312468222,3.66897157938809,12.5098910550522
"AFUN002703",97.7175224477182,43.0713173842258,53.2000879011272,82.8780282397206
"AFUN002704",13.1888680604282,8.14862761323191,3.66897157938809,9.38241829128912
"AFUN002706",867.467821974529,938.838310010219,977.780925906925,900.712155963756
"AFUN002707",148.674512681191,194.402973058533,260.496982136554,297.109912557489
"AFUN002708",5.99494002746737,8.14862761323191,11.0069147381643,3.12747276376304
"AFUN002709",2344.02155073974,3371.78569738946,2164.69323183897,2106.35290639441
"AFUN002710",314.13485743929,397.536618559814,357.724728990338,430.027505017418
"AFUN002711",71.3397863268618,140.854848743009,67.8759742186796,73.4956099484315
"AFUN002712",50.9569902334727,62.860841587789,60.5380310599034,39.093409547038
"AFUN002713",963.386862414007,1183.29713840718,886.056636422223,928.859410837623
"AFUN002714",193.636562887196,158.316193628506,280.676325823189,200.158256880835
"AFUN002715",723.589261315312,551.778498381704,1256.62276594042,960.134138475254
"AFUN002716",1295.5065399357,1134.9874175573,889.725608001611,1089.92425817142
"AFUN002720",272.170277247019,219.430900727745,166.938206862158,214.231884317768
"AFUN002721",68.9418103158748,89.0528589160345,75.2139173774558,37.5296731651565
"AFUN002722",1785.89263418253,1342.1953768652,1742.76150020934,1779.53200258117
"AFUN002723",1334.47365011424,727.556036895706,761.311602723028,623.930816370727
"AFUN002724",2072.45076749547,1736.82177127743,2885.64614718873,2974.22659833865
"AFUN002725",1302.70046796866,1065.14203801531,829.187576941707,841.290173452258
"AFUN002726",666.037837051625,441.772025603073,686.097685345572,781.86819094076
"AFUN002728",110.3068965054,99.5296658473326,172.44166423124,103.20660120418
"AFUN002729",351.303485609588,348.644852880422,654.911426920773,520.724215166546
"AFUN002731",161.863380741619,160.062328117055,269.669411085024,243.942875573517
"AFUN002732",187.042128856982,157.734148798989,190.78652212818,106.334073967943
"AFUN002733",161.263886738872,125.139638346061,196.289979497263,184.520893062019
"AFUN002734",1139.0386052188,992.386434325743,1098.85698802673,784.995663704523
"AFUN002735",68.9418103158748,54.1301691450405,40.3586873732689,65.6769280390239
"AFUN002736",456.214936090267,525.586481053458,414.593788470854,367.478049742157
"AFUN002737",487.388624233098,343.406449414773,196.289979497263,192.339574971427
"AFUN002738",342.311075568387,398.700708218847,449.449018475041,627.05828913449
"AFUN002739",353.701461620575,324.198970040727,273.338382664412,256.452766628569
"AFUN002740",315.933339447531,390.552080605615,321.035013196458,497.268169438324
"AFUN002750",682.823669128534,409.759559979662,385.242015835749,339.33079486829
"AFUN002751",474.799250175416,512.781494804094,425.600703209018,692.735217173514
"AFUN002752",321.328785472251,397.536618559814,293.517726351047,458.174759891286
"AFUN002753",456.214936090267,600.088219231578,359.559214780032,451.919814363759
"AFUN002759",55.1534482526998,73.3376485190872,42.193173162963,57.8582461296163
"AFUN002760",54.5539542499531,77.4119623257031,49.5311163217392,37.5296731651565
"AFUN002761",48.5590142224857,71.0094692010209,55.0345736908213,25.0197821101043
"AFUN002762",5213.19984788563,3707.043519191,4131.26199839099,3418.327730793
"AFUN002763",472.401274164429,690.887212636163,354.05575741095,361.223104214631
"AFUN002764",92.3220764229976,155.988014310439,218.303808973591,250.197821101043
"AFUN002765",477.197226186403,1013.34004818834,238.483152660226,306.492330848778
"AFUN002766",237.999119090455,294.514683735382,300.855669509823,284.600021502437
"AFUN002767",963.986356416754,801.47573024431,621.890682706281,684.916535264106
"AFUN002768",1469.35980073225,1407.38439777105,678.759742186796,911.658310636926
"AFUN002769",148.075018678444,305.573535496197,56.8690594805153,120.407701404877
"AFUN002770",21.5817840988825,14.5511207379141,12.8414005278583,15.6373638188152
"AFUN002771",402.260475843061,373.090735720118,264.165953715942,544.180260894769
"AFUN002773",3306.20942514826,3817.63203679915,5257.63627326313,5723.27515768637
"AFUN002774",649.851498977463,648.397940081453,618.221711126893,512.905533257139
"AFUN002776",925.019246238216,891.110633989861,631.063111654751,555.12641556794
"AFUN002777",62.9468702884074,94.2912623816835,104.56569001256,84.4417646216021
"AFUN002778",12690.6885441457,10938.3684811048,20674.6548498519,22014.280784128
"AFUN002779",60.5488942774205,76.24787266667,67.8759742186796,50.0395642202087
"AFUN002780",10.1913980466945,6.40249312468222,16.5103721072464,6.25494552752608
"AFUN002781",2.39797601098695,9.89476210178161,5.50345736908213,1.56373638188152
"AFUN002785",141.48058464823,187.418435104334,84.386346325926,132.917592459929
"AFUN002787",299.747001373369,268.904711236653,442.111075316264,444.101132454352
"AFUN002788",135.485644620763,115.826921073796,106.400175802254,107.897810349825
"AFUN002789",553.332964535239,680.410405704865,348.552300041868,464.429705418812
"AFUN002790",39.5666041812847,32.0124656234111,53.2000879011272,32.8384640195119
"AFUN002791",3.59696401648042,12.8049862493644,1.83448578969404,4.69120914564456
"AFUN002792",190.039598870716,85.5605899389351,179.779607390016,218.923093463413
"AFUN002794",182.246176835008,254.935635328255,390.745473204831,303.364858085015
"AFUN002795",194.236056889943,182.180031638685,251.324553188084,228.305511754702
"AFUN002796",327.923219502465,270.068800895686,242.152124239614,243.942875573517
"AFUN002797",79.7327023653161,112.916696926214,64.2070026392915,75.059346330313
"AFUN002798",68.9418103158748,114.080786585247,80.7173747465379,139.172537987455
"AFUN002799",13.1888680604282,12.8049862493644,11.0069147381643,7.8186819094076
"AFUN002800",86.9266303982769,81.4862761323191,144.924377385829,109.461546731706
"AFUN002801",43.1635681977651,68.0992450534381,64.2070026392915,39.093409547038
"AFUN002802",182.845670837755,197.313197206116,284.345297402577,276.781339593029
"AFUN002803",1182.20217341657,816.608895811741,834.69103431079,713.063790137973
"AFUN002804",291.354085334914,363.195973618337,451.283504264735,437.846186926826
"AFUN002805",47.959520219739,39.5790484071264,78.8828889568439,106.334073967943
"AFUN002806",983.170164504649,1098.90063812727,1267.62968067858,1695.09023795957
"AFUN002811",31.1736881428303,64.0249312468221,45.8621447423511,53.1670369839717
"AFUN002812",73.7377623378487,77.4119623257031,60.5380310599034,82.8780282397206
"AFUN002813",617.47882282914,1143.13604517053,577.863023753624,1768.585847908
"AFUN002814",88.7251124065171,222.923169704844,95.3932610640902,129.790119696166
"AFUN002818",11.390386052188,33.1765552824442,18.3448578969404,15.6373638188152
"AFUN002819",365.69134167551,286.948100951667,229.310723711755,170.447265625086
"AFUN002820",4.7959520219739,14.5511207379141,7.33794315877617,4.69120914564456
"AFUN002821",2.39797601098695,8.73067244274847,7.33794315877617,0
"AFUN002823",79.7327023653161,143.183028061075,53.2000879011272,54.7307733658532
"AFUN002824",15.5868440714152,25.6099724987289,9.17242894847022,12.5098910550522
"AFUN002825",1060.50489085898,1136.15150721633,897.063551160387,1127.45393133658
"AFUN002826",153.470464703165,129.213952152677,121.076062119807,68.8044008027869
"AFUN002827",162.462874744366,105.932158972015,232.979695291143,165.756056479441
"AFUN002828",335.117147535426,259.009949134871,581.531995333012,439.409923308707
"AFUN002829",6.59443403021411,6.40249312468222,3.66897157938809,12.5098910550522
"AFUN002830",12.5893740576815,20.3715690330798,40.3586873732689,4.69120914564456
"AFUN002831",47.959520219739,104.186024483465,53.2000879011272,98.5153920585358
"AFUN002834",22.1812781016293,45.3994967022921,18.3448578969404,31.2747276376304
"AFUN002835",166.059838760846,147.839386697208,260.496982136554,193.903311353309
"AFUN002836",161.263886738872,82.6503657913522,75.2139173774558,60.9857188933793
"AFUN002837",85.7276423927835,100.111710676849,110.069147381643,131.353856078048
"AFUN002838",1887.80661464948,2056.94642751154,2900.32203350628,3405.81783973795
"AFUN002844",146.276536670204,105.350114142498,187.117550548792,240.815402809754
"AFUN002845",216.417334991572,330.019418335892,209.131380025121,190.775838589546
"AFUN002846",396.265535815593,271.232890554719,188.952036338486,223.614302609057
"AFUN002847",25413.7497644397,20911.7066348711,21579.056344171,26223.8591241531
"AFUN002848",2094.03255159435,1710.62975394918,2357.31423975685,2340.91336367664
"AFUN002849",3897.31051185654,4003.88638224445,5233.7879579971,7240.09944811144
"AFUN002851",330.920689516199,330.601463165409,291.683240561353,281.472548738674
"AFUN002852",103.112968472439,104.768069312982,139.420920016747,111.025283113588
"AFUN002853",474.799250175416,484.843342987299,662.24937007955,747.465990539367
"AFUN002854",296.749531359635,409.177515150145,581.531995333012,608.293452551912
"AFUN002855",134.886150618016,136.780534936393,86.22083211562,81.3142918578391
"AFUN002856",1072.49477091391,1118.69016233084,948.42915327182,1010.17370269546
"AFUN002857",207.424924950371,158.898238458022,291.683240561353,190.775838589546
"AFUN002858",629.468702884074,1019.74254131302,1029.14652801836,1612.21220971985
"AFUN002859",714.596851274111,712.422871328276,403.586873732689,606.72971617003
"AFUN002860",41.3650861895249,54.1301691450405,77.0484031671498,53.1670369839717
"AFUN002863",68.3423163131281,73.9196933486038,44.027658952657,29.7109912557489
"AFUN002864",468.204816145202,452.830877363888,291.683240561353,398.752777379788
"AFUN002865",56.9519302609401,12.8049862493644,31.1862584247987,29.7109912557489
"AFUN002866",299.747001373369,393.462304753198,423.766217419324,420.645086726129
"AFUN002868",10457.5733839141,8135.24058215303,8721.14544420548,7021.17635464803
"AFUN002869",76.7352323515824,68.6812898829547,64.2070026392915,84.4417646216021
"AFUN002870",433.434163985891,357.957570152687,302.690155299517,281.472548738674
"AFUN002871",55.7529422554466,61.1147070992393,58.7035452702094,67.2406644209054
"AFUN002872",67.7428223103813,59.3685726106896,45.8621447423511,64.1131916571423
"AFUN002873",16.1863380741619,8.73067244274847,16.5103721072464,9.38241829128912
"AFUN002874",8.99241004120106,39.5790484071264,11.0069147381643,12.5098910550522
"AFUN002875",1178.60520940009,597.177995083996,702.608057452818,1282.26383314285
"AFUN002876",347.107027590361,291.604459587799,333.876413724316,370.60552250592
"AFUN002877",1005.35144260628,1739.1499505955,858.539349576812,1100.87041284459
"AFUN002878",5.99494002746737,10.4768069312982,3.66897157938809,9.38241829128912
"AFUN002881",1876.41622859729,1500.5115704937,1638.19581019678,1745.12980217978
"AFUN002883",1.19898800549347,11.0588517608147,1.83448578969404,0
"AFUN002885",83.9291603845432,128.631907323161,128.414005278583,153.246165424389
"AFUN002886",758.95940747737,666.441329796467,570.525080594847,498.831905820205
"AFUN002891",22.780772104376,23.2817931806626,29.3517726351047,54.7307733658532
"AFUN002894",300.945989378862,532.571019007657,310.028098458293,356.531895068987
"AFUN002896",19.1838080878956,20.9536138625963,29.3517726351047,37.5296731651565
"AFUN002902",980.172694490916,868.992930468232,293.517726351047,691.171480791632
"AFUN002903",32.3726761483238,20.9536138625963,16.5103721072464,20.3285729644598
"AFUN002904",190.039598870716,240.384514590341,198.124465286957,209.540675172124
