"","komb_02_resistant","kombe_01_resistant","komb_04_susceptible","komb_06_susceptible","kombewa_05_susceptible","Kombewa_07_unexp","Siaya_unexposed"
"AFUN000093",632.597705685328,939.209698348994,760.02416151956,682.278386789914,1090.78494033701,851.035699301769,1380.46015937881
"AFUN000095",177.545110793759,144.396366300452,144.766506956107,135.947462544732,127.00107575197,119.245415093906,149.930772276904
"AFUN000096",41.7753201867669,34.8324567830038,14.4766506956107,16.5169814306683,24.3319818029475,51.4638107247383,36.5684810431472
"AFUN000097",1776.94308365855,1231.16901793017,1912.12427937858,1867.68943869865,1332.91783242488,1511.27873445329,1018.43219705165
"AFUN000098",235.732163911042,107.03063993323,162.86232032562,174.063573538581,100.888705036612,75.3128937435194,148.102348224746
"AFUN000099",50.7271745125027,36.0990915751131,26.5405262752862,31.7634258282083,24.3319818029475,26.3595128102318,62.1664177733503
"AFUN000100",53.7111259544146,37.9990437632769,49.4618898766698,20.3285925300533,27.2992966569655,32.0079798409958,5.48527215647208
"AFUN000101",5.96790288382385,6.96649135660077,47.0491147607347,44.4687961594916,40.3554820146447,11.2969340615279,0
"AFUN000103",53.7111259544146,94.3642920121376,60.3193778983778,50.8214813251333,67.0613157008065,67.7816043691675,31.0832088866751
"AFUN000104",237.224139631998,177.328870895292,154.417607419847,165.169814306683,130.561853576791,136.190816186198,188.327677372208
"AFUN000105",213.352528096702,130.463383587251,142.353731840172,161.358203207298,93.7671493869684,130.542349155434,157.244468485533
"AFUN000106",2512.48711408984,1705.52374757508,2444.14119244227,2387.33908524814,1723.41646721365,1712.11311776934,1323.77901376193
"AFUN000108",13.4277814886037,18.9995218816385,1.20638755796756,6.35268516564166,7.12155564964317,1.25521489572532,0
"AFUN000109",1130.91759648462,1501.59554604549,1024.22303671445,1087.57970035785,1222.53371985541,772.584768318937,1629.12583047221
"AFUN000110",766.875520571364,1108.93876049163,634.559855490934,623.833683266011,788.118825227178,1100.82346355111,925.182570391625
"AFUN000111",455.052594891568,340.724759077383,582.685190498329,620.022072166626,432.634505715823,339.5356292937,422.36595604835
"AFUN000114",364.042075913255,291.959319581178,310.041602397662,327.79855454711,249.847910708315,291.209855808275,257.807791354188
"AFUN000117",1484.51584235118,1880.95266628221,1912.12427937858,1923.59306815629,2488.98369955029,2029.05487893999,1839.39459647031
"AFUN000118",152.181523537508,110.830544309558,209.911435086355,190.58055496925,172.104261533043,157.529469413528,91.421202607868
"AFUN000119",107.422251908829,137.429874943851,168.894258115458,180.416258704223,188.721224715544,173.219655610095,204.783493841624
"AFUN000120",68.6308831639742,48.1321221001507,37.3980142969942,83.8554441864699,67.6547786716101,45.1877362461117,84.1075063992386
