"","gene_id","kombewa_05_susceptible","komb_06_susceptible","komb_04_susceptible","PortVict_susceptible","teso_susceptible","kombe_01_resistant","komb_02_resistant","Siaya_resistant","PortVict_resistant","Teso_resistant"
"7586","AFUN011332",4601,1489,1595,2572,2096,3869,1168,2512,1726,2644
"7587","AFUN011333",234,155,161,282,193,411,239,548,147,260
"7588","AFUN011335",34,18,7,36,38,80,15,82,132,105
"7589","AFUN011336",10861,3413,3746,4739,4149,10561,3230,11702,8880,12588
"7590","AFUN011337",16,5,2,0,17,1,0,0,0,0
"7591","AFUN011338",1345,486,523,692,636,916,305,1392,1004,1545
"7592","AFUN011339",506,340,325,392,296,404,201,546,597,901
"7593","AFUN011340",951,602,676,563,506,725,395,1054,1208,1932
"7594","AFUN011341",34,14,11,14,31,24,18,10,17,44
"7595","AFUN011342",748,409,410,480,573,411,265,731,781,1257
"7596","AFUN011344",24,14,13,27,23,34,13,38,32,37
"7597","AFUN011345",1859,722,709,1561,629,539,221,1027,521,601
"7598","AFUN011346",43,4,6,22,4,27,4,56,34,53
"7599","AFUN011348",4458,1488,1476,1128,1303,3402,1104,3909,3048,5977
"7600","AFUN011349",121,27,41,92,47,152,44,196,150,118
"7601","AFUN011350",4,0,2,7,6,0,0,0,0,2
"7602","AFUN011354",33,20,21,22,26,22,10,54,21,60
"7603","AFUN011358",466,153,152,181,97,513,163,731,508,746
"7604","AFUN011359",6,5,2,7,17,8,1,1,0,5
"7605","AFUN011360",95,63,47,51,48,42,36,61,92,86
"7606","AFUN011361",14,11,2,9,24,4,2,7,5,11
"7607","AFUN011362",2,0,0,1,3,0,0,0,0,0
"7608","AFUN011363",0,0,0,0,0,1,0,0,0,0
"7609","AFUN011364",0,0,0,0,0,0,0,0,0,0
"7610","AFUN011365",0,0,0,0,0,0,0,0,0,6
"7611","AFUN011366",1,0,1,0,4,1,3,14,1,0
"7612","AFUN011367",0,0,0,0,7,0,0,2,3,0
"7613","AFUN011368",0,0,0,2,9,0,0,0,0,0
"7614","AFUN011369",3,2,0,11,6,11,1,5,0,11
"7615","AFUN011371",59,16,30,294,188,95,23,149,5,21
"7616","AFUN011372",7,3,0,24,22,0,0,5,0,2
"7617","AFUN011378",414,142,121,185,197,413,127,461,329,480
"7618","AFUN011380",185,47,64,99,51,154,39,131,168,165
"7619","AFUN011381",1461,544,541,366,508,1294,379,1386,962,1670
"7620","AFUN011382",144,42,50,107,59,130,46,119,113,216
"7621","AFUN011383",1023,615,692,853,768,992,643,1623,665,745
"7622","AFUN011384",2283,848,883,1009,1081,1802,679,2059,1961,3474
"7623","AFUN011385",63,26,36,46,80,73,44,76,96,76
"7624","AFUN011386",3857,1343,1403,1756,1493,3014,1000,3334,2701,3611
"7625","AFUN011387",360,100,106,292,91,414,111,513,381,422
"7626","AFUN011388",232,152,140,202,259,304,129,303,177,261
"7627","AFUN011389",7522,2334,2567,5797,2750,5416,1439,7488,3623,3913
"7628","AFUN011390",293,134,150,160,193,238,108,291,214,271
"7629","AFUN011393",229,74,116,141,81,273,102,317,341,434
"7630","AFUN011394",1019,321,361,615,338,1136,337,1598,1381,1453
"7631","AFUN011398",0,1,3,0,12,2,2,7,3,3
"7632","AFUN011404",31,17,20,70,10,53,39,89,53,57
"7633","AFUN011405",4198,1464,1559,2677,2149,3710,1225,4122,2576,5280
"7634","AFUN011407",16343,7844,7780,33129,3118,8120,3560,12939,469,821
"7635","AFUN011408",3,1,16,31,0,0,1,19,14,19
"7636","AFUN011409",7,2,0,7,4,2,1,1,1,3
"7637","AFUN011410",372,134,149,284,294,219,85,379,260,561
"7638","AFUN011412",48,23,41,114,240,44,22,112,56,182
"7639","AFUN011414",19,8,19,20,29,16,10,29,11,15
"7640","AFUN011418",359,234,224,179,426,262,135,192,76,149
"7641","AFUN011420",3,1,1,0,10,8,1,5,2,0
"7642","AFUN011421",28,23,20,13,15,26,11,32,7,11
"7643","AFUN011423",29,16,10,15,33,58,18,54,48,67
"7644","AFUN011424",349,176,204,206,270,229,133,322,292,468
"7645","AFUN011431",1,1,0,0,7,1,0,0,0,5
"7646","AFUN011432",2,0,1,0,21,1,1,2,1,4
"7647","AFUN011437",2724,926,982,1045,2090,2155,714,2187,1526,2619
"7648","AFUN011438",212,112,135,196,133,231,109,346,147,217
"7649","AFUN011439",154,75,69,123,42,135,53,286,192,167
"7650","AFUN011440",2569,804,933,1615,689,1993,718,2434,1947,2544
"7651","AFUN011446",963,329,371,64,212,987,351,801,795,1608
"7652","AFUN011447",756,259,276,560,234,729,181,1032,1065,1143
"7653","AFUN011448",338,223,234,150,130,494,288,527,410,654
"7654","AFUN011451",421,268,292,250,309,420,269,578,515,705
"7655","AFUN011453",90,29,33,38,30,126,52,168,193,214
"7656","AFUN011454",250,91,83,256,107,266,69,432,284,261
"7657","AFUN011455",2026,1206,1241,623,642,1853,930,1702,1594,2660
"7658","AFUN011456",103,48,52,123,152,86,32,118,39,48
"7659","AFUN011457",36,19,19,16,42,26,11,51,19,63
"7660","AFUN011458",0,0,3,2,0,2,0,5,4,2
"7661","AFUN011459",175,85,91,37,67,88,61,153,154,327
"7662","AFUN011460",12,6,9,14,5,14,1,26,12,18
"7663","AFUN011463",751,233,230,455,274,459,133,941,755,854
"7664","AFUN011465",2169,1295,1368,1874,522,3197,1918,4953,5374,7007
"7665","AFUN011466",52,30,24,75,66,32,18,57,42,51
"7666","AFUN011467",15,10,6,3,48,11,5,7,13,2
"7667","AFUN011468",1,0,0,3,4,0,1,0,0,0
"7668","AFUN011469",0,2,0,41,9,6,1,8,2,1
"7669","AFUN011470",67,12,16,113,127,46,14,82,113,99
"7670","AFUN011471",0,0,1,2,9,5,3,2,10,3
"7671","AFUN011472",370,200,259,465,313,322,186,670,687,1048
"7672","AFUN011473",226,147,203,210,157,250,148,381,224,176
"7673","AFUN011474",158,63,82,147,140,166,63,212,184,302
"7674","AFUN011475",668,385,402,406,550,560,312,734,634,820
"7675","AFUN011476",361,194,228,219,184,234,105,293,476,555
"7676","AFUN011479",319,186,179,63,190,211,126,256,177,182
"7677","AFUN011480",7,0,0,2,0,6,1,21,4,0
"7678","AFUN011481",897,520,577,505,160,804,431,1167,186,321
"7679","AFUN011482",50,18,12,6,22,5,1,4,12,8
"7680","AFUN011483",264,103,97,311,48,194,61,584,209,73
"7681","AFUN011485",58,31,39,36,41,45,21,79,90,78
"7682","AFUN011488",56,31,33,44,34,61,13,59,56,94
"7683","AFUN011489",38,25,27,40,12,23,21,61,24,22
"7684","AFUN011490",284,114,126,173,84,348,71,376,425,457
"7685","AFUN011491",859,245,264,477,627,662,182,781,277,527
"7686","AFUN011493",46,15,18,32,44,50,9,60,51,71
"7687","AFUN011494",1221,390,418,423,355,944,289,1007,290,258
"7688","AFUN011496",1491,512,501,422,553,1389,483,1417,1272,2315
"7689","AFUN011497",95,49,36,17,60,69,24,100,91,153
"7690","AFUN011499",6515,2035,2075,3402,2914,6757,1890,11223,3044,4057
"7691","AFUN011500",216,119,152,140,176,224,101,260,217,314
"7692","AFUN011501",281,79,85,178,65,259,91,396,148,151
"7693","AFUN011502",12,2,8,8,9,8,8,4,22,13
"7694","AFUN011503",908,344,312,372,307,634,198,927,710,2190
"7695","AFUN011504",457,316,334,89,263,541,305,426,421,785
"7696","AFUN011505",4388,1446,1625,2826,1411,4026,1326,5739,5360,7430
"7697","AFUN011506",502,349,372,402,346,338,184,472,147,190
"7698","AFUN011508",66,52,60,72,62,110,53,161,95,92
"7699","AFUN011509",626,483,542,521,617,810,557,1161,621,749
"7700","AFUN011510",1183,843,795,1229,895,1178,693,1361,923,925
"7701","AFUN011512",127,90,85,275,215,135,64,199,111,115
"7702","AFUN011513",1511,1018,1054,3128,1577,1379,683,2054,993,929
"7703","AFUN011515",420,194,189,1205,283,357,133,197,162,292
"7704","AFUN011516",610,185,214,442,259,621,190,893,665,928
"7705","AFUN011518",66,10,15,73,24,44,20,80,71,87
"7706","AFUN011521",145,87,95,76,76,151,88,155,164,228
"7707","AFUN011523",487,276,309,244,343,421,213,575,375,482
"7708","AFUN011524",13,5,8,1,0,7,11,16,9,36
"7709","AFUN011525",8,7,3,4,13,14,5,5,14,21
"7710","AFUN011528",1198,464,424,283,426,1233,355,1265,1230,1820
"7711","AFUN011529",1082,711,712,473,405,753,331,900,749,917
"7712","AFUN011532",1020,346,384,1817,1268,882,222,1159,356,286
"7713","AFUN011537",16,5,3,31,5,7,2,22,11,12
"7714","AFUN011538",4371,1551,1633,2804,1668,4691,1432,6276,4329,6188
"7715","AFUN011539",8,8,7,23,57,7,11,8,9,17
"7716","AFUN011540",888,344,363,556,711,875,318,1178,612,891
"7717","AFUN011546",38,34,44,42,49,63,43,48,101,131
"7718","AFUN011547",1685,549,619,625,848,1386,475,1871,1140,1876
"7719","AFUN011548",58,17,26,37,19,65,19,62,97,78
"7720","AFUN011549",975,568,683,429,443,1163,629,1569,1130,1654
"7721","AFUN011550",12,8,8,10,26,24,10,11,8,11
"7722","AFUN011551",1188,365,430,704,792,937,281,1075,502,862
"7723","AFUN011552",91,51,50,27,21,12,10,94,25,5
"7724","AFUN011553",577,193,219,642,133,526,169,1122,357,331
"7725","AFUN011558",1079,368,356,225,336,1035,302,1097,782,1729
"7726","AFUN011559",57,33,13,42,56,48,19,52,41,81
"7727","AFUN011560",4527,1614,1669,2481,2269,3809,1155,3314,1877,3021
"7728","AFUN011561",28,24,15,14,47,35,24,7,1,14
"7729","AFUN011563",24,16,8,12,17,14,3,16,13,6
"7730","AFUN011564",10,6,2,4,13,6,3,0,0,3
"7731","AFUN011565",135,53,40,100,74,106,37,178,210,329
"7732","AFUN011566",1209,863,830,576,719,1011,564,1195,892,1473
"7733","AFUN011567",128,66,50,134,164,118,63,209,111,207
"7734","AFUN011568",2,4,6,6,4,8,4,5,15,14
"7735","AFUN011569",362,131,138,112,104,343,89,409,317,882
"7736","AFUN011570",98,26,36,54,50,95,46,154,174,330
"7737","AFUN011571",334,220,230,169,126,377,208,535,441,650
"7738","AFUN011574",7924,2817,2806,2401,2623,8083,2477,7708,6143,11099
"7739","AFUN011575",113,76,57,46,103,98,56,87,86,152
"7740","AFUN011576",915,331,336,408,301,847,273,1253,1011,1822
"7741","AFUN011577",694,207,224,267,253,468,152,646,571,1144
"7742","AFUN011578",912,706,629,326,443,775,438,949,822,1642
"7743","AFUN011579",271,144,183,102,145,233,130,263,249,417
"7744","AFUN011580",1437,410,481,492,403,1272,346,1380,997,2015
"7745","AFUN011581",12,3,1,23,0,4,5,28,16,19
"7746","AFUN011582",39,21,27,25,43,40,24,52,49,68
"7747","AFUN011583",138,63,91,155,80,150,106,256,71,175
"7748","AFUN011584",14,5,8,8,27,46,7,66,40,30
"7749","AFUN011585",628,424,490,291,379,629,410,659,550,763
"7750","AFUN011586",1227,808,854,914,1247,894,473,995,417,490
"7751","AFUN011588",40,10,28,14,38,22,15,71,50,88
"7752","AFUN011589",59,30,33,37,33,29,6,76,53,85
"7753","AFUN011593",1015,365,403,847,480,883,271,1394,987,1232
"7754","AFUN011595",932,570,588,358,510,788,528,946,749,1220
"7755","AFUN011596",1922,1381,1462,1454,1201,1839,1228,2422,1199,2005
"7756","AFUN011597",1057,378,430,467,299,1270,455,1290,1180,2005
"7757","AFUN011598",3829,2488,2503,1409,2671,3941,2310,3729,3223,5237
"7758","AFUN011601",59,27,32,10,164,29,16,9,21,29
"7759","AFUN011604",956,255,338,683,860,648,197,1151,981,1120
"7760","AFUN011609",907,306,286,686,351,685,265,1235,963,1303
"7761","AFUN011611",188,59,46,159,41,121,51,241,216,243
"7762","AFUN011612",749,261,257,515,280,743,281,709,867,959
"7763","AFUN011613",817,289,302,355,381,786,227,888,599,1013
"7764","AFUN011614",2624,1619,1664,880,1034,2410,1288,2210,2343,3584
"7765","AFUN011615",228,82,101,61,86,227,80,216,187,283
"7766","AFUN011616",2200,798,796,1427,820,2076,664,2884,2941,4196
"7767","AFUN011619",37,33,19,17,17,58,24,63,38,107
"7768","AFUN011620",4,6,8,2,30,13,4,4,8,26
"7769","AFUN011621",1208,774,844,1237,928,1415,816,2729,1190,1193
"7770","AFUN011622",38,15,20,24,16,45,10,60,29,81
"7771","AFUN011623",29,10,15,15,54,27,26,34,28,31
"7772","AFUN011624",0,2,3,0,21,8,4,10,5,9
"7773","AFUN011625",16,6,1,1,14,6,9,10,3,25
"7774","AFUN011627",32,24,25,13,132,49,23,30,42,50
"7775","AFUN011628",124,61,87,78,36,179,73,188,214,223
"7776","AFUN011629",129,37,48,57,42,164,60,122,163,221
"7777","AFUN011630",79,52,48,67,67,106,60,144,145,135
"7778","AFUN011631",5492,2009,2103,7720,2075,5717,1875,8913,1735,2286
"7779","AFUN011633",1890,584,578,946,385,1356,432,1830,1252,1655
"7780","AFUN011636",0,0,0,0,2,16,4,4,2,17
"7781","AFUN011637",1,0,1,2,0,15,3,6,19,24
"7782","AFUN011638",0,2,0,0,3,0,0,3,3,2
"7783","AFUN011640",493,132,177,178,132,473,161,547,499,814
"7784","AFUN011641",141,66,100,144,74,399,209,352,213,182
"7785","AFUN011642",882,443,467,602,1153,823,424,981,887,956
"7786","AFUN011645",228,163,151,255,133,174,111,355,261,272
"7787","AFUN011646",1920,637,682,1244,844,1510,544,2293,1782,2398
"7788","AFUN011647",4,2,1,1,33,3,1,0,0,11
"7789","AFUN011648",658,404,416,495,695,614,320,879,482,722
"7790","AFUN011651",6,1,2,1,0,8,1,3,4,5
"7791","AFUN011656",1666,570,616,1085,764,1285,407,1527,1098,1581
"7792","AFUN011657",56,9,14,26,62,42,4,7,3,14
"7793","AFUN011660",18,15,26,35,46,36,6,18,5,7
"7794","AFUN011661",27,11,11,51,44,42,16,7,9,9
"7795","AFUN011662",2406,1441,1497,1857,1207,1373,797,1965,893,872
"7796","AFUN011663",116,78,67,136,66,71,37,88,69,103
"7797","AFUN011665",176,65,53,129,30,242,69,182,372,270
"7798","AFUN011667",128,49,61,75,103,189,54,153,219,314
"7799","AFUN011672",184,67,82,176,45,138,53,365,204,540
"7800","AFUN011676",154,70,71,147,65,171,94,215,137,213
"7801","AFUN011677",194,128,128,158,116,183,119,260,226,233
"7802","AFUN011678",18149,7028,7321,9737,7042,18740,6469,24963,12379,19203
"7803","AFUN011679",0,0,0,0,0,0,0,0,0,0
"7804","AFUN011680",103,57,60,174,51,119,43,183,122,129
"7805","AFUN011681",342,195,204,195,333,283,144,378,221,350
"7806","AFUN011682",1276,483,511,840,396,1501,462,1798,1294,1857
"7807","AFUN011684",52,29,41,74,27,53,22,72,95,79
"7808","AFUN011693",33,3,4,0,6,4,1,11,14,19
"7809","AFUN011703",648,430,534,479,251,724,463,1036,371,334
"7810","AFUN011705",516,146,201,722,512,631,188,415,167,264
"7811","AFUN011706",110,24,44,86,39,135,33,195,162,122
"7812","AFUN011708",180,74,95,92,153,309,166,431,192,525
"7813","AFUN011710",96,67,53,63,29,130,73,125,130,200
"7814","AFUN011711",207,64,86,29,89,226,92,205,251,542
"7815","AFUN011712",13581,9545,10157,7634,9669,14483,9024,21631,11448,19143
"7816","AFUN011713",208,44,47,118,66,224,61,195,238,352
"7817","AFUN011714",2925,1089,1293,780,785,3761,1264,4052,3593,4856
"7818","AFUN011715",3836,1290,1406,2669,1091,6400,2075,10173,5376,6862
"7819","AFUN011717",130,82,85,261,178,170,86,199,123,89
"7820","AFUN011720",301,116,80,199,115,307,103,482,345,480
"7821","AFUN011721",244,121,130,87,94,274,123,341,356,401
"7822","AFUN011722",56,63,44,55,64,123,67,165,122,135
"7823","AFUN011723",589,162,205,658,211,586,196,863,682,795
"7824","AFUN011724",37,15,11,17,37,51,14,14,4,44
"7825","AFUN011726",14,3,6,8,26,2,0,14,3,22
"7826","AFUN011728",41,13,19,10,22,27,6,74,74,113
"7827","AFUN011730",19,5,10,8,14,21,6,34,35,38
"7828","AFUN011731",45,29,36,54,49,57,27,65,43,78
"7829","AFUN011732",1673,607,674,1109,478,999,296,1532,538,655
"7830","AFUN011734",491,280,312,123,245,510,295,570,497,820
"7831","AFUN011735",223,55,55,64,117,223,68,241,240,521
"7832","AFUN011737",812,472,492,597,848,574,378,933,638,599
"7833","AFUN011738",6717,2189,2351,3942,2301,4621,1410,5579,3345,4021
"7834","AFUN011739",1079,660,705,598,976,855,528,947,976,1406
"7835","AFUN011740",1517,453,484,1375,482,1448,514,2032,1502,1515
"7836","AFUN011743",47,16,22,40,27,79,31,74,51,57
"7837","AFUN011744",297,92,110,237,86,283,113,353,583,563
"7838","AFUN011750",399,126,138,443,152,135,58,710,52,37
"7839","AFUN011751",1567,519,582,497,577,1554,465,1469,1412,2308
"7840","AFUN011752",1166,657,746,2587,865,951,575,1861,421,451
"7841","AFUN011753",411,164,176,515,357,379,109,502,297,301
"7842","AFUN011754",35127,20671,21317,8950,9858,13178,6881,21917,5111,6256
"7843","AFUN011755",81,24,25,38,50,57,24,127,103,95
"7844","AFUN011756",1534,527,547,725,768,1072,373,1380,1028,2082
"7845","AFUN011757",25,5,5,8,13,4,6,27,7,24
"7846","AFUN011758",23,4,7,20,0,17,4,63,4,21
"7847","AFUN011760",380,234,209,502,212,204,99,420,178,147
"7848","AFUN011761",1122,825,838,816,1030,952,614,1325,873,1124
"7849","AFUN011762",1,5,1,3,0,3,3,2,18,11
"7850","AFUN011763",0,0,0,0,0,4,0,8,4,16
"7851","AFUN011764",0,3,2,0,0,3,1,1,11,4
"7852","AFUN011765",0,0,0,0,0,0,1,1,4,1
"7853","AFUN011768",24091,9121,9268,16479,8764,23242,7533,29255,17931,21807
"7854","AFUN011769",47,14,18,49,34,100,33,78,44,54
"7855","AFUN011770",42,11,16,22,41,51,30,52,37,48
"7856","AFUN011771",65,36,25,42,54,84,41,118,107,175
"7857","AFUN011773",111,80,89,102,94,112,74,236,162,183
"7858","AFUN011774",343,227,233,193,279,421,234,476,449,727
"7859","AFUN011775",450,195,213,299,206,537,299,833,590,331
"7860","AFUN011777",6,2,2,11,10,6,5,1,1,9
"7861","AFUN011779",2444,821,889,944,944,2490,842,2543,2807,4407
"7862","AFUN011780",804,522,523,652,688,1184,578,1385,621,1095
"7863","AFUN011781",5926,4215,4349,5192,4226,5489,3337,7030,4439,5262
"7864","AFUN011782",236,72,104,168,153,169,58,363,256,437
"7865","AFUN011787",1535,1003,972,412,617,1511,832,1470,1600,2418
"7866","AFUN011788",273,88,104,118,133,427,117,386,402,580
"7867","AFUN011789",146,48,50,89,45,176,51,234,151,281
"7868","AFUN011790",548,355,387,237,465,570,354,699,475,759
"7869","AFUN011791",271,80,100,119,175,318,104,372,345,612
"7870","AFUN011793",1435,427,460,1054,1027,1178,353,1714,323,396
"7871","AFUN011794",73,20,25,40,89,25,20,38,15,17
"7872","AFUN011795",193,72,69,139,85,99,24,169,23,58
"7873","AFUN011796",68,40,45,37,25,81,13,168,70,151
"7874","AFUN011813",1228,417,434,409,406,1162,316,1396,1240,2115
"7875","AFUN011815",504,208,239,206,215,666,235,683,552,979
"7876","AFUN011816",26,41,25,22,42,10,39,28,10,34
"7877","AFUN011817",491,557,535,248,462,427,467,371,303,563
"7878","AFUN011818",118,45,41,286,75,137,30,172,194,182
"7879","AFUN011823",791,475,499,412,336,579,296,608,491,614
"7880","AFUN011824",409,153,150,178,154,320,102,442,438,740
"7881","AFUN011825",1540,534,523,924,550,1122,366,2204,1296,2171
"7882","AFUN011826",16,12,15,13,11,28,19,37,43,74
"7883","AFUN011827",370,103,141,80,82,317,110,322,284,478
"7884","AFUN011829",11,1,5,2,12,0,4,1,2,1
"7885","AFUN011830",0,0,0,2,11,1,0,4,0,0
"7886","AFUN011831",1,0,1,0,2,0,0,0,0,0
"7887","AFUN011832",334,147,164,375,344,270,105,479,513,659
"7888","AFUN011835",255,139,184,277,186,179,114,267,187,117
"7889","AFUN011840",8,3,3,12,25,3,2,1,6,0
"7890","AFUN011841",5,3,4,4,7,3,1,0,0,2
"7891","AFUN011843",58,29,24,653,35,36,23,56,91,78
"7892","AFUN011852",2,0,2,1,0,4,2,0,20,25
"7893","AFUN011853",19,19,14,17,31,44,34,17,3,35
"7894","AFUN011857",1479,906,1001,996,1123,1855,940,2871,1331,1733
"7895","AFUN011860",6,9,7,4,0,4,4,4,8,23
"7896","AFUN011864",44,32,23,20,20,67,46,65,90,129
"7897","AFUN011865",18,11,19,13,33,47,45,39,61,70
"7898","AFUN011866",0,1,1,0,0,0,0,0,0,0
"7899","AFUN011868",0,0,0,0,0,0,0,0,0,0
"7900","AFUN011869",3,0,0,0,0,0,1,5,0,6
"7901","AFUN011870",9,6,3,0,6,7,2,3,20,24
"7902","AFUN011871",6,4,1,0,0,3,1,1,2,9
"7903","AFUN011872",11,32,16,10,28,13,21,14,32,45
"7904","AFUN011873",0,2,0,0,0,0,0,0,0,0
"7905","AFUN011874",0,0,0,0,0,0,0,0,0,0
"7906","AFUN011877",5,1,0,0,0,0,0,4,2,0
"7907","AFUN011881",0,0,0,0,0,0,0,0,0,0
"7908","AFUN011884",34,19,13,4,17,47,11,42,24,51
"7909","AFUN011885",0,0,0,0,0,0,0,0,0,0
"7910","AFUN011886",1,0,0,0,0,0,1,0,0,0
"7911","AFUN011887",312,97,141,228,510,281,107,328,289,515
"7912","AFUN011890",31,2,2,5,10,13,4,8,0,79
"7913","AFUN011891",0,0,0,1,0,0,0,1,2,1
"7914","AFUN011892",0,0,0,0,0,0,0,0,2,1
"7915","AFUN011893",7,9,3,12,78,5,8,9,9,25
"7916","AFUN011898",2,0,0,0,0,2,0,4,3,0
"7917","AFUN011899",0,2,6,6,0,3,0,19,9,10
"7918","AFUN011902",26,23,20,10,24,34,10,56,36,56
"7919","AFUN011903",3905,1301,1395,1119,1146,3682,1187,3635,2732,4442
"7920","AFUN011905",0,0,2,0,0,0,2,6,0,2
"7921","AFUN011907",0,1,0,3,0,1,1,6,2,13
"7922","AFUN011908",2,1,1,3,2,2,2,1,5,14
"7923","AFUN011911",12,10,9,3,37,29,6,19,15,79
"7924","AFUN011912",2,2,1,0,0,8,2,9,15,4
"7925","AFUN011913",12,4,2,0,0,23,19,13,18,18
"7926","AFUN011914",8,4,3,1,4,8,5,8,8,0
"7927","AFUN011915",4,3,0,0,0,5,2,6,11,0
"7928","AFUN011917",2,0,0,0,0,1,0,6,0,1
"7929","AFUN011918",1,0,0,0,0,0,0,1,0,2
"7930","AFUN011921",0,2,1,3,0,2,0,0,0,0
"7931","AFUN011922",123,45,45,48,68,157,26,134,136,300
"7932","AFUN011923",68,45,59,44,56,70,51,107,102,191
"7933","AFUN011924",309,112,119,49,67,315,100,297,308,574
"7934","AFUN011925",43,16,24,2,0,17,11,22,13,80
"7935","AFUN011926",1706,593,622,720,665,1990,630,2172,1438,2664
"7936","AFUN011927",7684,4694,4928,2307,4351,8716,4769,10417,5142,8256
"7937","AFUN011928",178,37,59,134,43,156,44,138,151,175
"7938","AFUN011929",263,164,156,156,115,361,186,416,332,481
"7939","AFUN011930",1001,348,359,400,194,1022,324,1126,1099,1447
"7940","AFUN011931",532,170,164,424,194,467,139,648,610,775
"7941","AFUN011933",2,1,0,0,3,5,1,1,0,8
"7942","AFUN011934",1,1,0,0,0,0,0,2,6,2
"7943","AFUN011935",0,0,0,1,0,8,1,4,0,4
"7944","AFUN011940",22,8,8,2,0,28,15,33,55,34
"7945","AFUN011945",0,0,0,0,0,2,0,2,2,4
"7946","AFUN011946",2,1,3,1,0,2,1,3,6,5
"7947","AFUN011947",2139,726,801,6830,1093,3491,1056,5702,720,366
"7948","AFUN011951",8,4,4,2,4,11,5,4,1,12
"7949","AFUN011952",3,1,0,4,22,1,6,3,4,4
"7950","AFUN011954",0,1,1,0,5,4,1,0,3,2
"7951","AFUN011955",6,0,2,2,0,2,1,1,3,1
"7952","AFUN011957",2,1,0,0,0,5,0,0,0,3
"7953","AFUN011959",119,87,68,27,87,99,57,80,80,139
"7954","AFUN011960",0,0,0,0,0,0,0,0,6,0
"7955","AFUN011963",0,3,2,0,3,4,2,4,8,3
"7956","AFUN011964",10,1,2,0,0,7,0,4,2,7
"7957","AFUN011965",0,0,0,0,0,4,0,0,0,0
"7958","AFUN011967",662,257,227,366,136,672,240,893,934,1248
"7959","AFUN011968",128,51,73,67,83,143,74,192,170,197
"7960","AFUN011970",5,6,5,1,0,9,1,14,11,6
"7961","AFUN011971",0,0,0,0,0,0,0,0,0,2
"7962","AFUN011972",177,57,59,214,131,102,30,92,149,108
"7963","AFUN011974",10,14,7,0,18,5,10,10,5,9
