"","PortVict_resistant","PortVict_susceptible","Siaya_susceptible","Siaya_resistant"
"AFUN000125",432.157055976811,429.854441022104,502.258642770114,417.150443332894
"AFUN000126",92.9699576687702,72.6514548206374,97.0622530506663,37.8510799243458
"AFUN000127",4.08659154588001,16.6492917297294,9.24402410006345,6.30851332072429
"AFUN000130",290.147999757481,78.7057427223571,145.593379575999,415.573315002713
"AFUN000133",52.1040422099701,24.2171516068791,33.894755033566,40.2167724196174
"AFUN000134",45.9741548911501,84.7600306240769,50.071797208677,44.1595932450701
"AFUN000136",4332.80868651928,5208.20116745444,4642.81110425687,5395.35601754945
"AFUN000139",101.14314076053,161.952201371004,166.392433801142,93.0505714806834
"AFUN000140",55.1689858693801,52.9750191400481,103.995271125714,37.8510799243458
"AFUN000148",122.5977463764,74.1650267960673,74.7225281421796,88.3191864901401
"AFUN000149",228.849126569281,48.4343032137582,103.224935784042,93.0505714806834
"AFUN000150",38.8226196858601,19.6764356805893,45.4497851586453,18.9255399621729
"AFUN000151",1534.51512547794,740.136695985243,1462.09647849337,1319.26784819647
"AFUN000153",132.8142252411,30.2714395085989,195.665176784676,160.86708967847
"AFUN000154",38.8226196858601,40.8664433366085,20.7990542251428,25.2340532828972
"AFUN000157",196.156394202241,164.979345321864,177.947463926221,222.375094555531
"AFUN000159",54.1473379829101,75.6785987714972,30.8134136668782,74.913595683601
"AFUN000160",5.10823943235001,0,10.7846947834074,1.57712833018107
"AFUN000163",1228.02075953694,1209.34400836853,1120.83792213269,1499.8490420022
"AFUN000164",127.70598580875,93.8414624766566,70.8708514338198,197.141041272634
"AFUN000165",2283.38302626046,3609.86916140042,1441.29742426823,2711.08359958127
"AFUN000166",45.9741548911501,80.2193146977871,28.5024076418623,14.9827191367202
"AFUN000167",29.6277887076301,54.488591115478,8.4736887583915,55.9880557214281
"AFUN000168",139.96576044639,148.330053592135,61.6268273337564,119.861753093762
"AFUN000169",601.750605130832,331.472262619158,405.196389719448,626.119947081886
"AFUN000178",1.02164788647,72.6514548206374,13.8660361500952,7.88564165090537
